Control #,Rec #,Lang,Source Audio ISBN_13,Course,Unit Num,start,stop,Cluster,QZ #,Speaker,Cue,#of words,Q or S,Course Name (Source),Snippet Name,Skills
697,697,BP,9781508286752,Brazilian Portuguese 5,11,,,U11-08,08Q_A,N,"First, she dries her hair.",,S,Portuguese (Brazilian) Level 5,,7
698,698,BP,9781508286752,Brazilian Portuguese 5,11,,,U11-08,08R_A,M,Primeiro ela seca o cabelo.,,S,Portuguese (Brazilian) Level 5,,7
699,699,BP,9781508286752,Brazilian Portuguese 5,11,,,U11-08,08Q_B,N,"First, she gets dressed.",,S,Portuguese (Brazilian) Level 5,,7
700,700,BP,9781508286752,Brazilian Portuguese 5,11,,,U11-08,08R_B,F,Primeiro ela se veste.,,S,Portuguese (Brazilian) Level 5,,7
701,701,BP,9781508286752,Brazilian Portuguese 5,11,,,U11-08,08Q_C,N,"Finally, she dries her hair.",,S,Portuguese (Brazilian) Level 5,,7
702,702,BP,9781508286752,Brazilian Portuguese 5,11,,,U11-08,08R_C,F,Finalmente ela seca o cabelo.,,S,Portuguese (Brazilian) Level 5,,7
703,703,BP,9781508286752,Brazilian Portuguese 5,11,,,U11-08,08Q_D,N,"Finally, she gets dressed.",,S,Portuguese (Brazilian) Level 5,,7
704,704,BP,9781508286752,Brazilian Portuguese 5,11,,,U11-08,08R_D,F,Finalmente ela se veste.,,S,Portuguese (Brazilian) Level 5,,7
705,705,BP,9781508286752,Brazilian Portuguese 5,12,,,U12-01,01Q_A,N,I thought the play was good.,,S,Portuguese (Brazilian) Level 5,,"1,7"
706,706,BP,9781508286752,Brazilian Portuguese 5,12,,,U12-01,01R_A,F,Achei a peça boa.,,S,Portuguese (Brazilian) Level 5,,"1,7"
707,707,BP,9781508286752,Brazilian Portuguese 5,12,,,U12-01,01Q_B,N,I thought the play was excellent.,,S,Portuguese (Brazilian) Level 5,,1
708,708,BP,9781508286752,Brazilian Portuguese 5,12,,,U12-01,01R_B,M,Achei a peça ótima.,,S,Portuguese (Brazilian) Level 5,,1
709,709,BP,9781508286752,Brazilian Portuguese 5,12,,,U12-01,01Q_C,N,The play was good.,,S,Portuguese (Brazilian) Level 5,,1
710,710,BP,9781508286752,Brazilian Portuguese 5,12,,,U12-01,01R_C,M,A peça foi boa.,,S,Portuguese (Brazilian) Level 5,,1
711,711,BP,9781508286752,Brazilian Portuguese 5,12,,,U12-01,01Q_D,N,The play was excellent.,,S,Portuguese (Brazilian) Level 5,,1
712,712,BP,9781508286752,Brazilian Portuguese 5,12,,,U12-01,01R_D,M,A peça foi ótima.,,S,Portuguese (Brazilian) Level 5,,1
713,713,BP,9781508286752,Brazilian Portuguese 5,12,,,U12-02,02Q_A,N,I thought the main actress was incredible.,,S,Portuguese (Brazilian) Level 5,,1
714,714,BP,9781508286752,Brazilian Portuguese 5,12,,,U12-02,02R_A,M,Achei a atriz principal incrível. ,,S,Portuguese (Brazilian) Level 5,,1
715,715,BP,9781508286752,Brazilian Portuguese 5,12,,,U12-02,02Q_B,N,I thought the main actress was excellent.,,S,Portuguese (Brazilian) Level 5,,1
716,716,BP,9781508286752,Brazilian Portuguese 5,12,,,U12-02,02R_B,M,Achei a atriz principal ótima.,,S,Portuguese (Brazilian) Level 5,,1
717,717,BP,9781508286752,Brazilian Portuguese 5,12,,,U12-02,02Q_C,N,The main actress was incredible.,,S,Portuguese (Brazilian) Level 5,,1
718,718,BP,9781508286752,Brazilian Portuguese 5,12,,,U12-02,02R_C,F,A atriz principal era incrível. ,,S,Portuguese (Brazilian) Level 5,,1
719,719,BP,9781508286752,Brazilian Portuguese 5,12,,,U12-02,02Q_D,N,The main actress was excellent.,,S,Portuguese (Brazilian) Level 5,,1
720,720,BP,9781508286752,Brazilian Portuguese 5,12,,,U12-02,02R_D,F,A atriz principal era ótima. ,,S,Portuguese (Brazilian) Level 5,,1
721,721,BP,9781508286752,Brazilian Portuguese 5,12,,,U12-03,03Q_A,N,He becomes so joyful.,,S,Portuguese (Brazilian) Level 5,,7
722,722,BP,9781508286752,Brazilian Portuguese 5,12,,,U12-03,03R_A,F,Ele fica tão alegre.,,S,Portuguese (Brazilian) Level 5,,7
723,723,BP,9781508286752,Brazilian Portuguese 5,12,,,U12-03,03Q_B,N,She becomes so joyful.,,S,Portuguese (Brazilian) Level 5,,7
724,724,BP,9781508286752,Brazilian Portuguese 5,12,,,U12-03,03R_B,F,Ela fica tão alegre.,,S,Portuguese (Brazilian) Level 5,,7
725,725,BP,9781508286752,Brazilian Portuguese 5,12,,,U12-03,03Q_C,N,He was so joyful.,,S,Portuguese (Brazilian) Level 5,,7
726,726,BP,9781508286752,Brazilian Portuguese 5,12,,,U12-03,03R_C,F,Ele estava tão alegre.,,S,Portuguese (Brazilian) Level 5,,7
727,727,BP,9781508286752,Brazilian Portuguese 5,12,,,U12-03,03Q_D,N,She was so joyful.,,S,Portuguese (Brazilian) Level 5,,7
728,728,BP,9781508286752,Brazilian Portuguese 5,12,,,U12-03,03R_D,M,Ela estava tão alegre.,,S,Portuguese (Brazilian) Level 5,,7
729,729,BP,9781508286752,Brazilian Portuguese 5,12,,,U12-04,04Q_A,N,She wants to do theater.,,S,Portuguese (Brazilian) Level 5,,1
730,730,BP,9781508286752,Brazilian Portuguese 5,12,,,U12-04,04R_A,M,Ela quer fazer teatro. ,,S,Portuguese (Brazilian) Level 5,,1
731,731,BP,9781508286752,Brazilian Portuguese 5,12,,,U12-04,04Q_B,N,She wants to do something.,,S,Portuguese (Brazilian) Level 5,,1
732,732,BP,9781508286752,Brazilian Portuguese 5,12,,,U12-04,04R_B,M,Ela quer fazer alguma coisa.,,S,Portuguese (Brazilian) Level 5,,1
733,733,BP,9781508286752,Brazilian Portuguese 5,12,,,U12-04,04Q_C,N,She wants to do stretching.,,S,Portuguese (Brazilian) Level 5,,1
734,734,BP,9781508286752,Brazilian Portuguese 5,12,,,U12-04,04R_C,M,Ela quer fazer alongamento.,,S,Portuguese (Brazilian) Level 5,,1
735,735,BP,9781508286752,Brazilian Portuguese 5,12,,,U12-04,04Q_D,N,She wants to do a speech.,,S,Portuguese (Brazilian) Level 5,,1
736,736,BP,9781508286752,Brazilian Portuguese 5,12,,,U12-04,04R_D,M,Ela quer fazer um discurso.,,S,Portuguese (Brazilian) Level 5,,1
737,737,BP,9781508286752,Brazilian Portuguese 5,12,,,U12-05,05Q_A,N,My son is an actor.,,S,Portuguese (Brazilian) Level 5,,5
738,738,BP,9781508286752,Brazilian Portuguese 5,12,,,U12-05,05R_A,F,Meu filho é ator.,,S,Portuguese (Brazilian) Level 5,,5
739,739,BP,9781508286752,Brazilian Portuguese 5,12,,,U12-05,05Q_B,N,My daughter is an actress.,,S,Portuguese (Brazilian) Level 5,,5
740,740,BP,9781508286752,Brazilian Portuguese 5,12,,,U12-05,05R_B,F,Minha filha é atriz.,,S,Portuguese (Brazilian) Level 5,,5
741,741,BP,9781508286752,Brazilian Portuguese 5,12,,,U12-05,05Q_C,N,My father is an actor.,,S,Portuguese (Brazilian) Level 5,,5
742,742,BP,9781508286752,Brazilian Portuguese 5,12,,,U12-05,05R_C,F,Meu pai é ator.,,S,Portuguese (Brazilian) Level 5,,5
743,743,BP,9781508286752,Brazilian Portuguese 5,12,,,U12-05,05Q_D,N,My mother is an actress.,,S,Portuguese (Brazilian) Level 5,,5
744,744,BP,9781508286752,Brazilian Portuguese 5,12,,,U12-05,05R_D,F,Minha mãe é atriz.,,S,Portuguese (Brazilian) Level 5,,5
745,745,BP,9781508286752,Brazilian Portuguese 5,12,,,U12-06,06Q_A,N,She sings with a lot of expression.,,S,Portuguese (Brazilian) Level 5,,1
746,746,BP,9781508286752,Brazilian Portuguese 5,12,,,U12-06,06R_A,F,Ela canta com muita expressão.,,S,Portuguese (Brazilian) Level 5,,1
747,747,BP,9781508286752,Brazilian Portuguese 5,12,,,U12-06,06Q_B,N,She dances with a lot of expression.,,S,Portuguese (Brazilian) Level 5,,1
748,748,BP,9781508286752,Brazilian Portuguese 5,12,,,U12-06,06R_B,M,Ela dança com muita expressão.,,S,Portuguese (Brazilian) Level 5,,1
749,749,BP,9781508286752,Brazilian Portuguese 5,12,,,U12-06,06Q_C,N,He sings with a lot of expression.,,S,Portuguese (Brazilian) Level 5,,1
750,750,BP,9781508286752,Brazilian Portuguese 5,12,,,U12-06,06R_C,M,Ele canta com muita expressão.,,S,Portuguese (Brazilian) Level 5,,1
751,751,BP,9781508286752,Brazilian Portuguese 5,12,,,U12-06,06Q_D,N,He dances with a lot of expression.,,S,Portuguese (Brazilian) Level 5,,1
752,752,BP,9781508286752,Brazilian Portuguese 5,12,,,U12-06,06R_D,M,Ele dança com muita expressão.,,S,Portuguese (Brazilian) Level 5,,1
753,753,BP,9781508286752,Brazilian Portuguese 5,12,,,U12-07,07Q_A,N,He is interested in fashion.,,S,Portuguese (Brazilian) Level 5,,7
754,754,BP,9781508286752,Brazilian Portuguese 5,12,,,U12-07,07R_A,M,Ele se interessa por moda.,,S,Portuguese (Brazilian) Level 5,,7
755,755,BP,9781508286752,Brazilian Portuguese 5,12,,,U12-07,07Q_B,N,He is very interested in fashion.,,S,Portuguese (Brazilian) Level 5,,7
756,756,BP,9781508286752,Brazilian Portuguese 5,12,,,U12-07,07R_B,M,Ele se interessa muito por moda.,,S,Portuguese (Brazilian) Level 5,,7
757,757,BP,9781508286752,Brazilian Portuguese 5,12,,,U12-07,07Q_C,N,He isn't interested in fashion.,,S,Portuguese (Brazilian) Level 5,,7
758,758,BP,9781508286752,Brazilian Portuguese 5,12,,,U12-07,07R_C,F,Ele não se interessa por moda.,,S,Portuguese (Brazilian) Level 5,,7
759,759,BP,9781508286752,Brazilian Portuguese 5,12,,,U12-07,07Q_D,N,He likes fashion.,,S,Portuguese (Brazilian) Level 5,,7
760,760,BP,9781508286752,Brazilian Portuguese 5,12,,,U12-07,07R_D,F,Ele gosta de moda. ,,S,Portuguese (Brazilian) Level 5,,7
761,761,BP,9781508286752,Brazilian Portuguese 5,12,,,U12-08,08Q_A,N,I go to bed at ten.,,S,Portuguese (Brazilian) Level 5,,"12,17"
762,762,BP,9781508286752,Brazilian Portuguese 5,12,,,U12-08,08R_A,F,Vou para a cama às dez. ,,S,Portuguese (Brazilian) Level 5,,"12,17"
763,763,BP,9781508286752,Brazilian Portuguese 5,12,,,U12-08,08Q_B,N,I go to bed at one.,,S,Portuguese (Brazilian) Level 5,,"12,17"
764,764,BP,9781508286752,Brazilian Portuguese 5,12,,,U12-08,08R_B,F,Vou para a cama à uma.,,S,Portuguese (Brazilian) Level 5,,"12,17"
765,765,BP,9781508286752,Brazilian Portuguese 5,12,,,U12-08,08Q_C,N,I go to bed at midnight.,,S,Portuguese (Brazilian) Level 5,,17
766,766,BP,9781508286752,Brazilian Portuguese 5,12,,,U12-08,08R_C,F,Vou para a cama à meia-noite. ,,S,Portuguese (Brazilian) Level 5,,17
767,767,BP,9781508286752,Brazilian Portuguese 5,12,,,U12-08,08Q_D,N,I go to bed every night.,,S,Portuguese (Brazilian) Level 5,,17
768,768,BP,9781508286752,Brazilian Portuguese 5,12,,,U12-08,08R_D,M,Vou para a cama toda noite.,,S,Portuguese (Brazilian) Level 5,,17
769,769,BP,9781508286752,Brazilian Portuguese 5,13,,,U13-01,01Q_A,N,We needed to memorize poems.,,S,Portuguese (Brazilian) Level 5,,1
770,770,BP,9781508286752,Brazilian Portuguese 5,13,,,U13-01,01R_A,M,A gente precisava decorar poemas.,,S,Portuguese (Brazilian) Level 5,,1
771,771,BP,9781508286752,Brazilian Portuguese 5,13,,,U13-01,01Q_B,N,We needed to memorize the lyrics of a song.,,S,Portuguese (Brazilian) Level 5,,5
772,772,BP,9781508286752,Brazilian Portuguese 5,13,,,U13-01,01R_B,M,A gente precisava decorar a letra de uma canção.,,S,Portuguese (Brazilian) Level 5,,5
773,773,BP,9781508286752,Brazilian Portuguese 5,13,,,U13-01,01Q_C,N,We needed to memorize the lines of the play.,,S,Portuguese (Brazilian) Level 5,,1
774,774,BP,9781508286752,Brazilian Portuguese 5,13,,,U13-01,01R_C,M,A gente precisava decorar as falas da peça.,,S,Portuguese (Brazilian) Level 5,,1
775,775,BP,9781508286752,Brazilian Portuguese 5,13,,,U13-01,01Q_D,N,We needed to memorize the lyrics of many songs.,,S,Portuguese (Brazilian) Level 5,,5
776,776,BP,9781508286752,Brazilian Portuguese 5,13,,,U13-01,01R_D,F,A gente precisava decorar a letra de muitas canções.,,S,Portuguese (Brazilian) Level 5,,5
777,777,BP,9781508286752,Brazilian Portuguese 5,13,,,U13-02,02Q_A,N,"The rage, the hatred, and the fury!",,S,Portuguese (Brazilian) Level 5,,7
778,778,BP,9781508286752,Brazilian Portuguese 5,13,,,U13-02,02R_A,F,"A raiva, o ódio e a fúria!",,S,Portuguese (Brazilian) Level 5,,7
779,779,BP,9781508286752,Brazilian Portuguese 5,13,,,U13-02,02Q_B,N,"The hatred, the rage, and the fury!",,S,Portuguese (Brazilian) Level 5,,7
780,780,BP,9781508286752,Brazilian Portuguese 5,13,,,U13-02,02R_B,F,"O ódio, a raiva e a fúria!",,S,Portuguese (Brazilian) Level 5,,7
781,781,BP,9781508286752,Brazilian Portuguese 5,13,,,U13-02,02Q_C,N,"The fury, the hatred, and the rage!",,S,Portuguese (Brazilian) Level 5,,7
782,782,BP,9781508286752,Brazilian Portuguese 5,13,,,U13-02,02R_C,F,"A fúria, o ódio e a raiva!",,S,Portuguese (Brazilian) Level 5,,7
783,783,BP,9781508286752,Brazilian Portuguese 5,13,,,U13-02,02Q_D,N,"The rage, the fury, and the hatred!",,S,Portuguese (Brazilian) Level 5,,7
784,784,BP,9781508286752,Brazilian Portuguese 5,13,,,U13-02,02R_D,F,"A raiva, a fúria e o ódio!",,S,Portuguese (Brazilian) Level 5,,7
785,785,BP,9781508286752,Brazilian Portuguese 5,13,,,U13-03,03Q_A,N,The fury in her expressions.,,S,Portuguese (Brazilian) Level 5,,7
786,786,BP,9781508286752,Brazilian Portuguese 5,13,,,U13-03,03R_A,M,A fúria nas expressões dela. ,,S,Portuguese (Brazilian) Level 5,,7
787,787,BP,9781508286752,Brazilian Portuguese 5,13,,,U13-03,03Q_B,N,The rage in her expressions.,,S,Portuguese (Brazilian) Level 5,,7
788,788,BP,9781508286752,Brazilian Portuguese 5,13,,,U13-03,03R_B,M,A raiva nas expressões dela. ,,S,Portuguese (Brazilian) Level 5,,7
789,789,BP,9781508286752,Brazilian Portuguese 5,13,,,U13-03,03Q_C,N,The hatred in her expressions.,,S,Portuguese (Brazilian) Level 5,,7
790,790,BP,9781508286752,Brazilian Portuguese 5,13,,,U13-03,03R_C,M,O ódio nas expressões dela. ,,S,Portuguese (Brazilian) Level 5,,7
791,791,BP,9781508286752,Brazilian Portuguese 5,13,,,U13-03,03Q_D,N,The happiness in her expressions.,,S,Portuguese (Brazilian) Level 5,,7
792,792,BP,9781508286752,Brazilian Portuguese 5,13,,,U13-03,03R_D,M,A felicidade nas expressões dela. ,,S,Portuguese (Brazilian) Level 5,,7
793,793,BP,9781508286752,Brazilian Portuguese 5,13,,,U13-04,04Q_A,N,He is not able to memorize poems.,,S,Portuguese (Brazilian) Level 5,,1
794,794,BP,9781508286752,Brazilian Portuguese 5,13,,,U13-04,04R_A,M,Ele não consegue decorar poemas.,,S,Portuguese (Brazilian) Level 5,,1
795,795,BP,9781508286752,Brazilian Portuguese 5,13,,,U13-04,04Q_B,N,I used to like to memorize poems.,,S,Portuguese (Brazilian) Level 5,,1
796,796,BP,9781508286752,Brazilian Portuguese 5,13,,,U13-04,04R_B,F,Eu gostava de decorar poemas.,,S,Portuguese (Brazilian) Level 5,,1
797,797,BP,9781508286752,Brazilian Portuguese 5,13,,,U13-04,04Q_C,N,He is able to memorize the lines of the play.,,S,Portuguese (Brazilian) Level 5,,1
798,798,BP,9781508286752,Brazilian Portuguese 5,13,,,U13-04,04R_C,F,Ele consegue decorar as falas da peça.,,S,Portuguese (Brazilian) Level 5,,1
799,799,BP,9781508286752,Brazilian Portuguese 5,13,,,U13-04,04Q_D,N,I used to like to memorize the lyrics of a song.,,S,Portuguese (Brazilian) Level 5,,5
800,800,BP,9781508286752,Brazilian Portuguese 5,13,,,U13-04,04R_D,F,Eu gostava de decorar a letra de uma canção.,,S,Portuguese (Brazilian) Level 5,,5
801,801,BP,9781508286752,Brazilian Portuguese 5,13,,,U13-05,05Q_A,N,To memorize poems is easy for me.,,S,Portuguese (Brazilian) Level 5,,1
802,802,BP,9781508286752,Brazilian Portuguese 5,13,,,U13-05,05R_A,F,Decorar poemas é fácil para mim.,,S,Portuguese (Brazilian) Level 5,,1
803,803,BP,9781508286752,Brazilian Portuguese 5,13,,,U13-05,05Q_B,N,To memorize poems is difficult for me.,,S,Portuguese (Brazilian) Level 5,,1
804,804,BP,9781508286752,Brazilian Portuguese 5,13,,,U13-05,05R_B,F,Decorar poemas é difícil para mim.,,S,Portuguese (Brazilian) Level 5,,1
805,805,BP,9781508286752,Brazilian Portuguese 5,13,,,U13-05,05Q_C,N,To memorize poems is not easy for me.,,S,Portuguese (Brazilian) Level 5,,1
806,806,BP,9781508286752,Brazilian Portuguese 5,13,,,U13-05,05R_C,M,Decorar poemas não é fácil para mim.,,S,Portuguese (Brazilian) Level 5,,1
807,807,BP,9781508286752,Brazilian Portuguese 5,13,,,U13-05,05Q_D,N,To memorize poems is not difficult for me.,,S,Portuguese (Brazilian) Level 5,,1
808,808,BP,9781508286752,Brazilian Portuguese 5,13,,,U13-05,05R_D,M,Decorar poemas não é difícil para mim.,,S,Portuguese (Brazilian) Level 5,,1
809,809,BP,9781508286752,Brazilian Portuguese 5,13,,,U13-06,06Q_A,N,For my son it’s a hassle.,,S,Portuguese (Brazilian) Level 5,,5
810,810,BP,9781508286752,Brazilian Portuguese 5,13,,,U13-06,06R_A,M,Para meu filho é um sufoco.,,S,Portuguese (Brazilian) Level 5,,5
811,811,BP,9781508286752,Brazilian Portuguese 5,13,,,U13-06,06Q_B,N,For me it’s a hassle.,,S,Portuguese (Brazilian) Level 5,,7
812,812,BP,9781508286752,Brazilian Portuguese 5,13,,,U13-06,06R_B,M,Para mim é um sufoco.,,S,Portuguese (Brazilian) Level 5,,7
813,813,BP,9781508286752,Brazilian Portuguese 5,13,,,U13-06,06Q_C,N,For me it’s not a hassle.,,S,Portuguese (Brazilian) Level 5,,7
814,814,BP,9781508286752,Brazilian Portuguese 5,13,,,U13-06,06R_C,M,Para mim não é um sufoco.,,S,Portuguese (Brazilian) Level 5,,7
815,815,BP,9781508286752,Brazilian Portuguese 5,13,,,U13-06,06Q_D,N,For my daughter it’s a hassle.,,S,Portuguese (Brazilian) Level 5,,5
816,816,BP,9781508286752,Brazilian Portuguese 5,13,,,U13-06,06R_D,F,Para minha filha é um sufoco.,,S,Portuguese (Brazilian) Level 5,,5
817,817,BP,9781508286752,Brazilian Portuguese 5,13,,,U13-07,07Q_A,N,She never becomes anxious.,,S,Portuguese (Brazilian) Level 5,,8
818,818,BP,9781508286752,Brazilian Portuguese 5,13,,,U13-07,07R_A,F,Ela nunca fica ansiosa.,,S,Portuguese (Brazilian) Level 5,,8
819,819,BP,9781508286752,Brazilian Portuguese 5,13,,,U13-07,07Q_B,N,He becomes super anxious.,,S,Portuguese (Brazilian) Level 5,,8
820,820,BP,9781508286752,Brazilian Portuguese 5,13,,,U13-07,07R_B,F,Ele fica super ansioso.,,S,Portuguese (Brazilian) Level 5,,8
821,821,BP,9781508286752,Brazilian Portuguese 5,13,,,U13-07,07Q_C,N,She becomes anxious.,,S,Portuguese (Brazilian) Level 5,,8
822,822,BP,9781508286752,Brazilian Portuguese 5,13,,,U13-07,07R_C,F,Ela fica ansiosa.,,S,Portuguese (Brazilian) Level 5,,8
823,823,BP,9781508286752,Brazilian Portuguese 5,13,,,U13-07,07Q_D,N,He never becomes super anxious.,,S,Portuguese (Brazilian) Level 5,,8
824,824,BP,9781508286752,Brazilian Portuguese 5,13,,,U13-07,07R_D,F,Ele nunca fica super ansioso.,,S,Portuguese (Brazilian) Level 5,,8
825,825,BP,9781508286752,Brazilian Portuguese 5,13,,,U13-08,08Q_A,N,You can see the fury and the hatred.,,S,Portuguese (Brazilian) Level 5,,7
826,826,BP,9781508286752,Brazilian Portuguese 5,13,,,U13-08,08R_A,M,Você pode ver a fúria e o ódio.,,S,Portuguese (Brazilian) Level 5,,7
827,827,BP,9781508286752,Brazilian Portuguese 5,13,,,U13-08,08Q_B,N,You can see the fury and the rage.,,S,Portuguese (Brazilian) Level 5,,7
828,828,BP,9781508286752,Brazilian Portuguese 5,13,,,U13-08,08R_B,M,Você pode ver a fúria e a raiva.,,S,Portuguese (Brazilian) Level 5,,7
829,829,BP,9781508286752,Brazilian Portuguese 5,13,,,U13-08,08Q_C,N,You can see the hatred and the rage.,,S,Portuguese (Brazilian) Level 5,,7
830,830,BP,9781508286752,Brazilian Portuguese 5,13,,,U13-08,08R_C,M,Você pode ver o ódio e a raiva.,,S,Portuguese (Brazilian) Level 5,,7
831,831,BP,9781508286752,Brazilian Portuguese 5,13,,,U13-08,08Q_D,N,You can see the rage and the hatred.,,S,Portuguese (Brazilian) Level 5,,7
832,832,BP,9781508286752,Brazilian Portuguese 5,13,,,U13-08,08R_D,M,Você pode ver a raiva e o ódio.,,S,Portuguese (Brazilian) Level 5,,7
833,833,BP,9781508286752,Brazilian Portuguese 5,14,,,U14-01,01Q_A,N,I don’t express myself very well at work.,,S,Portuguese (Brazilian) Level 5,,"3,8,20"
834,834,BP,9781508286752,Brazilian Portuguese 5,14,,,U14-01,01R_A,F,Não me expresso muito bem no trabalho.,,S,Portuguese (Brazilian) Level 5,,"3,8,20"
835,835,BP,9781508286752,Brazilian Portuguese 5,14,,,U14-01,01Q_B,N,I don’t express myself well in public.,,S,Portuguese (Brazilian) Level 5,,"3,8"
836,836,BP,9781508286752,Brazilian Portuguese 5,14,,,U14-01,01R_B,F,Não me expresso bem em público.,,S,Portuguese (Brazilian) Level 5,,"3,8"
837,837,BP,9781508286752,Brazilian Portuguese 5,14,,,U14-01,01Q_C,N,I express myself very well at work.,,S,Portuguese (Brazilian) Level 5,,"3,8,20"
838,838,BP,9781508286752,Brazilian Portuguese 5,14,,,U14-01,01R_C,F,Eu me expresso muito bem no trabalho.,,S,Portuguese (Brazilian) Level 5,,"3,8,20"
839,839,BP,9781508286752,Brazilian Portuguese 5,14,,,U14-01,01Q_D,N,I express myself well in public.,,S,Portuguese (Brazilian) Level 5,,"3,8"
840,840,BP,9781508286752,Brazilian Portuguese 5,14,,,U14-01,01R_D,F,Eu me expresso bem em público.,,S,Portuguese (Brazilian) Level 5,,"3,8"
841,841,BP,9781508286752,Brazilian Portuguese 5,14,,,U14-02,02Q_A,N,I express myself well with you.,,S,Portuguese (Brazilian) Level 5,,"3,8"
842,842,BP,9781508286752,Brazilian Portuguese 5,14,,,U14-02,02R_A,F,Eu me expresso bem com você. ,,S,Portuguese (Brazilian) Level 5,,"3,8"
843,843,BP,9781508286752,Brazilian Portuguese 5,14,,,U14-02,02Q_B,N,I express myself well.,,S,Portuguese (Brazilian) Level 5,,"3,7"
844,844,BP,9781508286752,Brazilian Portuguese 5,14,,,U14-02,02R_B,M,Eu me expresso bem.,,S,Portuguese (Brazilian) Level 5,,"3,7"
845,845,BP,9781508286752,Brazilian Portuguese 5,14,,,U14-02,02Q_C,N,I don't express myself well with you.,,S,Portuguese (Brazilian) Level 5,,"3,7"
846,846,BP,9781508286752,Brazilian Portuguese 5,14,,,U14-02,02R_C,M,Não me expresso bem com você. ,,S,Portuguese (Brazilian) Level 5,,"3,7"
847,847,BP,9781508286752,Brazilian Portuguese 5,14,,,U14-02,02Q_D,N,I don't express myself well.,,S,Portuguese (Brazilian) Level 5,,"3,7,8"
848,848,BP,9781508286752,Brazilian Portuguese 5,14,,,U14-02,02R_D,M,Não me expresso bem.,,S,Portuguese (Brazilian) Level 5,,"3,7,8"
849,849,BP,9781508286752,Brazilian Portuguese 5,14,,,U14-03,03Q_A,N,I thought that I was going to faint!,,S,Portuguese (Brazilian) Level 5,,8
850,850,BP,9781508286752,Brazilian Portuguese 5,14,,,U14-03,03R_A,M,Eu achava que ia desmaiar!,,S,Portuguese (Brazilian) Level 5,,8
851,851,BP,9781508286752,Brazilian Portuguese 5,14,,,U14-03,03Q_B,N,I also thought that I was going to faint!,,S,Portuguese (Brazilian) Level 5,,8
