Control #,Rec #,Lang,Source Audio ISBN-13,Course,Unit Num,start,stop,Cluster,Qz #,Spkr,Cue,Transliteration,#of words,Q or S,Course Name (Source),Snippet Name,Skills
593,593,RU,9781508236009,Russian 4,10,,,U10-03,03Q_A,N,Did you get sick? (m. - informal),,,Q,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0593.mp3,"7,8,16"
594,594,RU,9781508236009,Russian 4,10,,,U10-03,03R_A,M,Tы заболел?,Ty zabolel?,,Q,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0594.mp3,"7,8,16"
595,595,RU,9781508236009,Russian 4,10,,,U10-03,03Q_B,N,Did you know? (m. - informal),,,Q,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0595.mp3,"7,9"
596,596,RU,9781508236009,Russian 4,10,,,U10-03,03R_B,M,Tы знал?,Ty znal?,,Q,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0596.mp3,"7,9"
597,597,RU,9781508236009,Russian 4,10,,,U10-03,03Q_C,N,Did you order? (m. - informal),,,Q,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0597.mp3,"6,7,9"
598,598,RU,9781508236009,Russian 4,10,,,U10-03,03R_C,M,Tы заказал?,Ty zakazal?,,Q,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0598.mp3,"6,7,9"
599,599,RU,9781508236009,Russian 4,10,,,U10-03,03Q_D,N,Did you finish?,,,Q,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0599.mp3,"7,9"
600,600,RU,9781508236009,Russian 4,10,,,U10-03,03R_D,M,Tы закончил?,Ty zakonchil? (m. - informal),,Q,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0600.mp3,"7,9"
601,601,RU,9781508236009,Russian 4,10,,,U10-04,04Q_A,N,It’s important for you to be eating fruits and vegetables.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0601.mp3,"6,8"
602,602,RU,9781508236009,Russian 4,10,,,U10-04,04R_A,F,Вам важно есть фрукты и овощи.,Vam vazhno est’ frukty i ovoshchi.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0602.mp3,"6,8"
603,603,RU,9781508236009,Russian 4,10,,,U10-04,04Q_B,N,You need to be eating fruits and vegetables.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0603.mp3,"6,8"
604,604,RU,9781508236009,Russian 4,10,,,U10-04,04R_B,M,Вам надо есть фрукты и овощи.,Vam nado est’ frukty i ovoshchi.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0604.mp3,"6,8"
605,605,RU,9781508236009,Russian 4,10,,,U10-04,04Q_C,N,It’s time for you to be eating fruits and vegetables.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0605.mp3,"6,17"
606,606,RU,9781508236009,Russian 4,10,,,U10-04,04R_C,F,Вам пора есть фрукты и овощи.,Vam pora est’ frukty i ovoshchi.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0606.mp3,"6,17"
607,607,RU,9781508236009,Russian 4,10,,,U10-04,04Q_D,N,You must eat fruits and vegetables.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0607.mp3,"6,8"
608,608,RU,9781508236009,Russian 4,10,,,U10-04,04R_D,F,Вы должны есть фрукты и овощи.,Vy dolzhny est’ frukty i ovoshchi.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0608.mp3,"6,8"
609,609,RU,9781508236009,Russian 4,10,,,U10-05,05Q_A,N,I love to be watching the Olympic Games.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0609.mp3,"1,9"
610,610,RU,9781508236009,Russian 4,10,,,U10-05,05R_A,F,Я люблю смотреть Олимпийские игры.,Ia liubliu smotret’ Olimpijskie igry.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0610.mp3,"1,9"
611,611,RU,9781508236009,Russian 4,10,,,U10-05,05Q_B,N,I love to be watching sports on television.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0611.mp3,1
612,612,RU,9781508236009,Russian 4,10,,,U10-05,05R_B,M,Я люблю смотреть спорт по телевизору.,Ia liubliu smotret’ sport po televizoru.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0612.mp3,1
613,613,RU,9781508236009,Russian 4,10,,,U10-05,05Q_C,N,I will be watching the Olympic Games.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0613.mp3,1
614,614,RU,9781508236009,Russian 4,10,,,U10-05,05R_C,M,Я буду смотреть Олимпийские игры.,Ia budu smotret’ Olimpijskie igry.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0614.mp3,1
615,615,RU,9781508236009,Russian 4,10,,,U10-05,05Q_D,N,I want to watch the Olympic Games.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0615.mp3,1
616,616,RU,9781508236009,Russian 4,10,,,U10-05,05R_D,F,Я хочу посмотреть Олимпийские игры.,Ia hochu posmotret’ Olimpijskie igry.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0616.mp3,1
617,617,RU,9781508236009,Russian 4,10,,,U10-06,06Q_A,N,He was upset.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0617.mp3,"7,9"
618,618,RU,9781508236009,Russian 4,10,,,U10-06,06R_A,F,Он расстроился.,On rasstroilsia.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0618.mp3,"7,9"
619,619,RU,9781508236009,Russian 4,10,,,U10-06,06Q_B,N,He got sick.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0619.mp3,"7,8,16"
620,620,RU,9781508236009,Russian 4,10,,,U10-06,06R_B,F,Он заболел.,On zabolel.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0620.mp3,"7,8,16"
621,621,RU,9781508236009,Russian 4,10,,,U10-06,06Q_C,N,He does not like it.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0621.mp3,"7,9"
622,622,RU,9781508236009,Russian 4,10,,,U10-06,06R_C,M,Ему это не нравится.,Emu èto ne nravitsia.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0622.mp3,"7,9"
623,623,RU,9781508236009,Russian 4,10,,,U10-06,06Q_D,N,He was displeased.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0623.mp3,"7,9"
624,624,RU,9781508236009,Russian 4,10,,,U10-06,06R_D,M,Он был недоволен.,On byl nedovolen.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0624.mp3,"7,9"
625,625,RU,9781508236009,Russian 4,10,,,U10-07,07Q_A,N,I am not allowed anything cold.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0625.mp3,"6,8,9"
626,626,RU,9781508236009,Russian 4,10,,,U10-07,07R_A,F,Mне нельзя ничего холодного.,Mne nel’zia nichego holodnogo.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0626.mp3,"6,8,9"
627,627,RU,9781508236009,Russian 4,10,,,U10-07,07Q_B,N,There won’t be anything cold.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0627.mp3,"6,9"
628,628,RU,9781508236009,Russian 4,10,,,U10-07,07R_B,F,Не будет ничего холодного.,Ne budet nichego holodnogo.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0628.mp3,"6,9"
629,629,RU,9781508236009,Russian 4,10,,,U10-07,07Q_C,N,I'm not allowed to drink anything cold.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0629.mp3,"6,8,9"
630,630,RU,9781508236009,Russian 4,10,,,U10-07,07R_C,F,Мне нельзя пить ничего холодного.,Mne nel'zia pit' nichego holodnogo.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0630.mp3,"6,8,9"
631,631,RU,9781508236009,Russian 4,10,,,U10-07,07Q_D,N,It’s better for me not to drink anything cold.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0631.mp3,"6,8"
632,632,RU,9781508236009,Russian 4,10,,,U10-07,07R_D,M,Мне лучше не пить ничего холодного.,Mne luchshe ne pit’ nichego holodnogo.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0632.mp3,"6,8"
633,633,RU,9781508236009,Russian 4,10,,,U10-08,08Q_A,N,I hope that you didn't get sick. (informal.),,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0633.mp3,"7,8"
634,634,RU,9781508236009,Russian 4,10,,,U10-08,08R_A,M,"Надеюсь, что ты не заболел.","Nadeius', chto ty ne zabolel.",,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0634.mp3,"7,8"
635,635,RU,9781508236009,Russian 4,10,,,U10-08,08Q_B,N,I hope that you didn't get upset. (informal.),,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0635.mp3,7
636,636,RU,9781508236009,Russian 4,10,,,U10-08,08R_B,F,"Надеюсь, что ты не расстроился.","Nadeius', chto ty ne rasstroilsia.",,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0636.mp3,7
637,637,RU,9781508236009,Russian 4,10,,,U10-08,08Q_C,N,I hope everything will be ok.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0637.mp3,"7,16"
638,638,RU,9781508236009,Russian 4,10,,,U10-08,08R_C,F,"Надеюсь, что всё будет хорошо.","Nadeius', chto vsio budet horosho.",,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0638.mp3,"7,16"
639,639,RU,9781508236009,Russian 4,10,,,U10-08,08Q_D,N,I think that I’m not sick.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0639.mp3,"8,16"
640,640,RU,9781508236009,Russian 4,10,,,U10-08,08R_D,M,"Я думаю, что я не заболел.","Ia dumaiu, chto ia ne zabolel.",,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0640.mp3,"8,16"
641,641,RU,9781508236009,Russian 4,11,,,U11-01,01Q_A,N,Did your favorite team win?,,,Q,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0641.mp3,"1,7,9"
642,642,RU,9781508236009,Russian 4,11,,,U11-01,01R_A,F,Ваша любимая команда выиграла?,Vasha liubimaia komanda vyigrala?,,Q,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0642.mp3,"1,7,9"
643,643,RU,9781508236009,Russian 4,11,,,U11-01,01Q_B,N,Did your favorite team lose?,,,Q,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0643.mp3,"7,9"
644,644,RU,9781508236009,Russian 4,11,,,U11-01,01R_B,M,Ваша любимая команда проиграла?,Vasha liubimaia komanda proigrala?,,Q,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0644.mp3,"7,9"
645,645,RU,9781508236009,Russian 4,11,,,U11-01,01Q_C,N,Did your favorite team play till late?,,,Q,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0645.mp3,"1,9,17"
646,646,RU,9781508236009,Russian 4,11,,,U11-01,01R_C,M,Ваша любимая команда играла допоздна?,Vasha liubimaia komanda igrala dopozdna?,,Q,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0646.mp3,"1,9,17"
647,647,RU,9781508236009,Russian 4,11,,,U11-01,01Q_D,N,Is your favorite team playing today?,,,Q,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0647.mp3,"7,9,17"
648,648,RU,9781508236009,Russian 4,11,,,U11-01,01R_D,F,Ваша любимая команда играет сегодня?,Vasha liubimaia komanda igraet sevodnia?,,Q,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0648.mp3,"7,9,17"
649,649,RU,9781508236009,Russian 4,11,,,U11-02,02Q_A,N,They will be playing until late.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0649.mp3,"9,17"
650,650,RU,9781508236009,Russian 4,11,,,U11-02,02R_A,F,Они будут играть допоздна.,Oni budut igrat’ dopozdna.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0650.mp3,"9,17"
651,651,RU,9781508236009,Russian 4,11,,,U11-02,02Q_B,N,They will be opening until late.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0651.mp3,"9,17"
652,652,RU,9781508236009,Russian 4,11,,,U11-02,02R_B,F,Они будут открыты допоздна.,Oni budut otkryty dopozdna.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0652.mp3,"9,17"
653,653,RU,9781508236009,Russian 4,11,,,U11-02,02Q_C,N,They will be working late at night.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0653.mp3,"9,17,20"
654,654,RU,9781508236009,Russian 4,11,,,U11-02,02R_C,M,Они будут работать поздно вечером.,Oni budut rabotat' pozdno vecherom.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0654.mp3,"9,17,20"
655,655,RU,9781508236009,Russian 4,11,,,U11-02,02Q_D,N,They will be playing late at night.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0655.mp3,"1,9,17"
656,656,RU,9781508236009,Russian 4,11,,,U11-02,02R_D,M,Они будут играть поздно вечером.,Oni budut igrat' pozdno vecherom.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0656.mp3,"1,9,17"
657,657,RU,9781508236009,Russian 4,11,,,U11-03,03Q_A,N,I can record your favorite film.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0657.mp3,"1,9"
658,658,RU,9781508236009,Russian 4,11,,,U11-03,03R_A,F,Я могу записать Ваш любимый фильм.,Ia mogu zapisat’ Vash liubimyj fil’m.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0658.mp3,"1,9"
659,659,RU,9781508236009,Russian 4,11,,,U11-03,03Q_B,N,I can buy your favorite chocolate.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0659.mp3,"6,14"
660,660,RU,9781508236009,Russian 4,11,,,U11-03,03R_B,F,Я могу купить Ваш любимый шоколад.,Ia mogu kupit' Vash liubimyj shokolad.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0660.mp3,"6,14"
661,661,RU,9781508236009,Russian 4,11,,,U11-03,03Q_C,N,I can meet you in front of the restaurant.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0661.mp3,"1,4,7"
662,662,RU,9781508236009,Russian 4,11,,,U11-03,03R_C,F,Я могу Вас встретить перед рестораном.,Ia mogu Vas vstretit' pered restoranom.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0662.mp3,"1,4,7"
663,663,RU,9781508236009,Russian 4,11,,,U11-03,03Q_D,N,I can help you find the restaurant.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0663.mp3,"1,5"
664,664,RU,9781508236009,Russian 4,11,,,U11-03,03R_D,M,Я могу Вам помочь найти ресторан.,Ia mogu Vam pomoch' najti restoran.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0664.mp3,"1,5"
665,665,RU,9781508236009,Russian 4,11,,,U11-04,04Q_A,N,I recommend to rest and to catch up on sleep.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0665.mp3,8
666,666,RU,9781508236009,Russian 4,11,,,U11-04,04R_A,M,Я рекомендую отдохнуть и выспаться.,Ia rekomenduiu otdohnut’ i vyspat’sia.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0666.mp3,8
667,667,RU,9781508236009,Russian 4,11,,,U11-04,04Q_B,N,I recommend to take medicine and to catch up on sleep.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0667.mp3,8
668,668,RU,9781508236009,Russian 4,11,,,U11-04,04R_B,F,Я рекомендую принять лекарство и выспаться.,Ia rekomenduiu priniat' lekarstvo i vyspat’sia.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0668.mp3,8
669,669,RU,9781508236009,Russian 4,11,,,U11-04,04Q_C,N,I recommend to call for a taxi and return home.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0669.mp3,"3,18"
670,670,RU,9781508236009,Russian 4,11,,,U11-04,04R_C,F,Я рекомендую вызвать такси и вернуться домой.,Ia rekomenduiu vyzvat’ taxi i vernut'sia domoj.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0670.mp3,"3,18"
671,671,RU,9781508236009,Russian 4,11,,,U11-04,04Q_D,N,I recommend to return home and rest.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0671.mp3,"7,8,18"
672,672,RU,9781508236009,Russian 4,11,,,U11-04,04R_D,M,Я рекомендую вернуться домой и отдохнуть.,Ia rekomenduiu vernut'sia domoj i otdohnut’.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0672.mp3,"7,8,18"
673,673,RU,9781508236009,Russian 4,11,,,U11-05,05Q_A,N,I got late for work this morning. (f),,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0673.mp3,"9,17,20"
674,674,RU,9781508236009,Russian 4,11,,,U11-05,05R_A,F,Я опоздала на работу сегодня утром.,Ia opozdala na rabotu sevodnia utrom.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0674.mp3,"9,17,20"
675,675,RU,9781508236009,Russian 4,11,,,U11-05,05Q_B,N,I missed the meeting this morning.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0675.mp3,"9,17,20"
676,676,RU,9781508236009,Russian 4,11,,,U11-05,05R_B,M,Я пропустила встречу сегодня утром.,Ia propustila vstrechu sevodnia utrom.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0676.mp3,"9,17,20"
677,677,RU,9781508236009,Russian 4,11,,,U11-05,05Q_C,N,I got late for bus yesterday morning.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0677.mp3,"9,17,18"
678,678,RU,9781508236009,Russian 4,11,,,U11-05,05R_C,F,Я опоздала на автобус вчера утром.,Ia opozdala na avtobus vchera utrom.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0678.mp3,"9,17,18"
679,679,RU,9781508236009,Russian 4,11,,,U11-05,05Q_D,N,I missed the bus yesterday morning.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0679.mp3,"9,17,18"
680,680,RU,9781508236009,Russian 4,11,,,U11-05,05R_D,F,Я пропустила автобус вчера утром.,Ia propustila avtobus vchera utrom.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0680.mp3,"9,17,18"
681,681,RU,9781508236009,Russian 4,11,,,U11-06,06Q_A,N,What’s your favorite film?,,,Q,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0681.mp3,"1,7,9"
682,682,RU,9781508236009,Russian 4,11,,,U11-06,06R_A,M,Какой Ваш любимый фильм?,Kakoj Vash liubimyj fil’m?,,Q,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0682.mp3,"1,7,9"
683,683,RU,9781508236009,Russian 4,11,,,U11-06,06Q_B,N,What’s your favorite city?,,,Q,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0683.mp3,"7,9"
684,684,RU,9781508236009,Russian 4,11,,,U11-06,06R_B,M,Какой Ваш любимый город?,Kakoj Vash liubimyj gorod?,,Q,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0684.mp3,"7,9"
685,685,RU,9781508236009,Russian 4,11,,,U11-06,06Q_C,N,What’s your favorite holiday?,,,Q,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0685.mp3,"7,9"
686,686,RU,9781508236009,Russian 4,11,,,U11-06,06R_C,F,Какой Ваш любимый праздник?,Kakoj Vash liubimyj prazdnik?,,Q,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0686.mp3,"7,9"
687,687,RU,9781508236009,Russian 4,11,,,U11-06,06Q_D,N,What’s your favorite museum?,,,Q,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0687.mp3,"7,9,17"
688,688,RU,9781508236009,Russian 4,11,,,U11-06,06R_D,F,Какой Ваш любимый музей?,Kakoj Vash liubimyj muzej?,,Q,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0688.mp3,"7,9,17"
689,689,RU,9781508236009,Russian 4,11,,,U11-07,07Q_A,N,What’s your favorite team?,,,Q,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0689.mp3,"1,7,9"
690,690,RU,9781508236009,Russian 4,11,,,U11-07,07R_A,F,Какая Ваша любимая команда?,Kakaia Vasha liubimaia komanda?,,Q,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0690.mp3,"1,7,9"
691,691,RU,9781508236009,Russian 4,11,,,U11-07,07Q_B,N,What's your favorite weather?,,,Q,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0691.mp3,"9,19"
692,692,RU,9781508236009,Russian 4,11,,,U11-07,07R_B,M,Какая Ваша любимая погода?,Kakaia Vasha liubimaia pogoda?,,Q,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0692.mp3,"9,19"
693,693,RU,9781508236009,Russian 4,11,,,U11-07,07Q_C,N,What's your favorite book?,,,Q,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0693.mp3,"1,7,9"
694,694,RU,9781508236009,Russian 4,11,,,U11-07,07R_C,M,Какая Ваша любимая книга?,Kakaia Vasha liubimaia kniga?,,Q,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0694.mp3,"1,7,9"
695,695,RU,9781508236009,Russian 4,11,,,U11-07,07Q_D,N,What's your favorite tradition?,,,Q,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0695.mp3,"7,9"
696,696,RU,9781508236009,Russian 4,11,,,U11-07,07R_D,F,Какая Ваша любимая традиция?,Kakaia Vasha liubimaia tradiciia?,,Q,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0696.mp3,"7,9"
697,697,RU,9781508236009,Russian 4,11,,,U11-08,08Q_A,N,What was the score?,,,Q,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0697.mp3,"1,9"
698,698,RU,9781508236009,Russian 4,11,,,U11-08,08R_A,F,Какой был счёт?,Kakoj byl schiot?,,Q,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0698.mp3,"1,9"
699,699,RU,9781508236009,Russian 4,11,,,U11-08,08Q_B,N,How did the meeting go?,,,Q,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0699.mp3,"9,20"
700,700,RU,9781508236009,Russian 4,11,,,U11-08,08R_B,F,Как прошла встреча?,Kak proshla vstrecha?,,Q,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0700.mp3,"9,20"
701,701,RU,9781508236009,Russian 4,11,,,U11-08,08Q_C,N,What was the weather?,,,Q,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0701.mp3,"7,9,19"
702,702,RU,9781508236009,Russian 4,11,,,U11-08,08R_C,M,Какая была погода?,Kakaia byla pogoda?,,Q,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0702.mp3,"7,9,19"
703,703,RU,9781508236009,Russian 4,11,,,U11-08,08Q_D,N,How did the project go?,,,Q,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0703.mp3,"7,9,20"
