Control #,Rec #,Lang,Source Audio ISBN-13,Course,Unit Num,start,stop,Cluster,Quiz #,Spkr,Cue,Transliteration,#of words,Q or S,Course Name (Source),Snippet Name,Skills
512,512,RU,9.78151E+12,Russian 5,8,,,U08-07,07R_D,F,_ _______ _____ _____.,Ia potrachu mnogo deneg.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0512.mp3,11
513,513,RU,9.78151E+12,Russian 5,8,,,U08-08,08Q_A,N,I forgot to refuel. (f),,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0513.mp3,18
514,514,RU,9.78151E+12,Russian 5,8,,,U08-08,08R_A,F,_ ______ ___________.,Ia zabyla zapravitÕsia.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0514.mp3,18
515,515,RU,9.78151E+12,Russian 5,8,,,U08-08,08Q_B,N,I forgot to set the alarm. (f),,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0515.mp3,16
516,516,RU,9.78151E+12,Russian 5,8,,,U08-08,08R_B,F,_ ______ _________ _________.,Ia zabyla postavitÕ budilÕnik.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0516.mp3,16
517,517,RU,9.78151E+12,Russian 5,8,,,U08-08,08Q_C,N,I forgot to bring eggs. (f),,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0517.mp3,6
518,518,RU,9.78151E+12,Russian 5,8,,,U08-08,08R_C,F,_ ______ ________ ____.,Ia zabyla prinesti iajtsa.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0518.mp3,6
519,519,RU,9.78151E+12,Russian 5,8,,,U08-08,08Q_D,N,I forgot to order a sofa. (f),,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0519.mp3,14
520,520,RU,9.78151E+12,Russian 5,8,,,U08-08,08R_D,F,_ ______ ________ _____.,Ia zabyla zakazatÕ divan.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0520.mp3,14
521,521,RU,9.78151E+12,Russian 5,9,,,U09-01,01Q_A,N,ItÕs a big event.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0521.mp3,1
522,522,RU,9.78151E+12,Russian 5,9,,,U09-01,01R_A,F,___ _______ _______.,éto bolÕshoe sobytie.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0522.mp3,1
523,523,RU,9.78151E+12,Russian 5,9,,,U09-01,01Q_B,N,ThatÕs absolutely not difficult.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0523.mp3,7
524,524,RU,9.78151E+12,Russian 5,9,,,U09-01,01R_B,M,___ ______ ________.,éto sovsem netrudno.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0524.mp3,7
525,525,RU,9.78151E+12,Russian 5,9,,,U09-01,01Q_C,N,ThatÕs absolutely fast.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0525.mp3,7
526,526,RU,9.78151E+12,Russian 5,9,,,U09-01,01R_C,M,___ ______ ______.,éto sovsem bystro.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0526.mp3,7
527,527,RU,9.78151E+12,Russian 5,9,,,U09-01,01Q_D,N,ItÕs a big city.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0527.mp3,7
528,528,RU,9.78151E+12,Russian 5,9,,,U09-01,01R_D,M,___ _______ _____.,éto bolÕshoj gorod.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0528.mp3,7
529,529,RU,9.78151E+12,Russian 5,9,,,U09-02,02Q_A,N,I need to get prepared for the holidays.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0529.mp3,1
530,530,RU,9.78151E+12,Russian 5,9,,,U09-02,02R_A,M,___ ____ _____________ _ __________.,Mne nado podgotovitÕsia k prazdnikam.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0530.mp3,1
531,531,RU,9.78151E+12,Russian 5,9,,,U09-02,02Q_B,N,I need to get the meeting ready.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0531.mp3,20
532,532,RU,9.78151E+12,Russian 5,9,,,U09-02,02R_B,M,___ ____ ___________ _______.,Mne nado podgotovitÕ vstrechu.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0532.mp3,20
533,533,RU,9.78151E+12,Russian 5,9,,,U09-02,02Q_C,N,I need to learn how to cook.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0533.mp3,"1,6"
534,534,RU,9.78151E+12,Russian 5,9,,,U09-02,02R_C,F,___ ____ _________ ________.,Mne nado nauchitÕsia gotovitÕ.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0534.mp3,"1,6"
535,535,RU,9.78151E+12,Russian 5,9,,,U09-02,02Q_D,N,I need to cook a lot for the holidays.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0535.mp3,"1,6"
536,536,RU,9.78151E+12,Russian 5,9,,,U09-02,02R_D,F,___ ____ _____ ___________ _ __________.,Mne nado mnogo prigotovitÕ k prazdnikam.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0536.mp3,"1,6"
537,537,RU,9.78151E+12,Russian 5,9,,,U09-03,03Q_A,N,I like how the holiday brings people together.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0537.mp3,1
538,538,RU,9.78151E+12,Russian 5,9,,,U09-03,03R_A,F,"___ ________, ___ ________ __________ _____.","Mne nravitsia, kak prazdnik obÕediniaet liudej.",,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0538.mp3,1
539,539,RU,9.78151E+12,Russian 5,9,,,U09-03,03Q_B,N,I like that people prepared the decorations.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0539.mp3,1
540,540,RU,9.78151E+12,Russian 5,9,,,U09-03,03R_B,F,"___ ________, ___ ____ ___________ _________.","Mne nravitsia, chto liudi prigotovili ukrasheniia.",,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0540.mp3,1
541,541,RU,9.78151E+12,Russian 5,9,,,U09-03,03Q_C,N,I like that everyone is in a good mood.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0541.mp3,"5,7"
542,542,RU,9.78151E+12,Russian 5,9,,,U09-03,03R_C,F,"___ ________, ___ _ ____ _______ __________.","Mne nravitsia, chto u vseh horoshee nastroenie.",,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0542.mp3,"5,7"
543,543,RU,9.78151E+12,Russian 5,9,,,U09-03,03Q_D,N,I like that everyone is following rules.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0543.mp3,"5,7"
544,544,RU,9.78151E+12,Russian 5,9,,,U09-03,03R_D,M,"___ ________, ___ ___ _________ _______.","Mne nravitsia, chto vse sobliudaiut pravila.",,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0544.mp3,"5,7"
545,545,RU,9.78151E+12,Russian 5,9,,,U09-04,04Q_A,N,In Russia itÕs customary to give gifts for New Year.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0545.mp3,1
546,546,RU,9.78151E+12,Russian 5,9,,,U09-04,04R_A,M,_ ______ _______ ______ _______ __ _____ ___.,V Rossii priniato daritÕ podarki na Novyj god.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0546.mp3,1
547,547,RU,9.78151E+12,Russian 5,9,,,U09-04,04Q_B,N,"In Russia, itÕs customary to set up a New YearÕs tree for New Year.",,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0547.mp3,1
548,548,RU,9.78151E+12,Russian 5,9,,,U09-04,04R_B,M,_ ______ _______ _______ ____ __ _____ ___.,V Rossii priniato stavitÕ iolku na Novyj god.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0548.mp3,1
549,549,RU,9.78151E+12,Russian 5,9,,,U09-04,04Q_C,N,"In Russia, itÕs customary to gather all the family for New Year.",,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0549.mp3,1
550,550,RU,9.78151E+12,Russian 5,9,,,U09-04,04R_C,M,_ ______ _______ ________ ___ _____ __ _____ ___.,V Rossii priniato sobiratÕ vsiu semÕiu na Novyj god.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0550.mp3,1
551,551,RU,9.78151E+12,Russian 5,9,,,U09-04,04Q_D,N,"In Russia, itÕs customary to be celebrating all night for New Year.",,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0551.mp3,1
552,552,RU,9.78151E+12,Russian 5,9,,,U09-04,04R_D,M,_ ______ _______ ___________ ___ ____ __ _____ ___.,V Rossii priniato prazdnovatÕ vsiu nochÕ na Novyj god.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0552.mp3,1
553,553,RU,9.78151E+12,Russian 5,9,,,U09-05,05Q_A,N,IÕm free. (f),,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0553.mp3,"7,13,16"
554,554,RU,9.78151E+12,Russian 5,9,,,U09-05,05R_A,F,_ ________.,Ia svobodna.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0554.mp3,"7,13,16"
555,555,RU,9.78151E+12,Russian 5,9,,,U09-05,05Q_B,N,IÕm grateful. (f),,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0555.mp3,"7,13,16"
556,556,RU,9.78151E+12,Russian 5,9,,,U09-05,05R_B,F,_ __________.,Ia blagodarna.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0556.mp3,"7,13,16"
557,557,RU,9.78151E+12,Russian 5,9,,,U09-05,05Q_C,N,IÕm busy. (f),,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0557.mp3,"7,16"
558,558,RU,9.78151E+12,Russian 5,9,,,U09-05,05R_C,F,_ ______.,Ia zaniata.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0558.mp3,"7,16"
559,559,RU,9.78151E+12,Russian 5,9,,,U09-05,05Q_D,N,IÕm afraid.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0559.mp3,"7,16"
560,560,RU,9.78151E+12,Russian 5,9,,,U09-05,05R_D,F,_ _____.,Ia boiusÕ.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0560.mp3,"7,16"
561,561,RU,9.78151E+12,Russian 5,9,,,U09-06,06Q_A,N,Are you free?,,,Q,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0561.mp3,"13,16"
562,562,RU,9.78151E+12,Russian 5,9,,,U09-06,06R_A,F,__ ________?,Vy svobodny?,,Q,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0562.mp3,"13,16"
563,563,RU,9.78151E+12,Russian 5,9,,,U09-06,06Q_B,N,Are you pleased?,,,Q,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0563.mp3,13
564,564,RU,9.78151E+12,Russian 5,9,,,U09-06,06R_B,F,__ ________?,Vy dovolÕny?,,Q,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0564.mp3,13
565,565,RU,9.78151E+12,Russian 5,9,,,U09-06,06Q_C,N,Are you signed up?,,,Q,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0565.mp3,"1,7"
566,566,RU,9.78151E+12,Russian 5,9,,,U09-06,06R_C,F,__ ________?,Vy zapisany?,,Q,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0566.mp3,"1,7"
567,567,RU,9.78151E+12,Russian 5,9,,,U09-06,06Q_D,N,Will you be able to?,,,Q,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0567.mp3,13
568,568,RU,9.78151E+12,Russian 5,9,,,U09-06,06R_D,F,__ _______?,Vy smozhete?,,Q,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0568.mp3,13
569,569,RU,9.78151E+12,Russian 5,9,,,U09-07,07Q_A,N,Here itÕs very slippery!,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0569.mp3,7
570,570,RU,9.78151E+12,Russian 5,9,,,U09-07,07R_A,M,_____ _____ ________!,ZdesÕ ochenÕ skolÕzko!,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0570.mp3,7
571,571,RU,9.78151E+12,Russian 5,9,,,U09-07,07Q_B,N,Here itÕs very cold!,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0571.mp3,19
572,572,RU,9.78151E+12,Russian 5,9,,,U09-07,07R_B,M,_____ _____ _______!,ZdesÕ ochenÕ holodno!,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0572.mp3,19
573,573,RU,9.78151E+12,Russian 5,9,,,U09-07,07Q_C,N,Here itÕs very pleasant!,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0573.mp3,7
574,574,RU,9.78151E+12,Russian 5,9,,,U09-07,07R_C,M,_____ _____ _p_____!,ZdesÕ ochenÕ priiatno!,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0574.mp3,7
575,575,RU,9.78151E+12,Russian 5,9,,,U09-07,07Q_D,N,Here itÕs very boring!,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0575.mp3,7
576,576,RU,9.78151E+12,Russian 5,9,,,U09-07,07R_D,M,_____ _____ ______!,ZdesÕ ochenÕ skuchno!,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0576.mp3,7
577,577,RU,9.78151E+12,Russian 5,9,,,U09-08,08Q_A,N,Look out!,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0577.mp3,"7,16"
578,578,RU,9.78151E+12,Russian 5,9,,,U09-08,08R_A,M,_________!,Ostorozhno!,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0578.mp3,"7,16"
579,579,RU,9.78151E+12,Russian 5,9,,,U09-08,08Q_B,N,Beautifully!,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0579.mp3,"7,13"
580,580,RU,9.78151E+12,Russian 5,9,,,U09-08,08R_B,F,_________!,Prekrasno!,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0580.mp3,"7,13"
581,581,RU,9.78151E+12,Russian 5,9,,,U09-08,08Q_C,N,Great!,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0581.mp3,"7,16"
582,582,RU,9.78151E+12,Russian 5,9,,,U09-08,08R_C,F,_______!,Otlichno!,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0582.mp3,"7,16"
583,583,RU,9.78151E+12,Russian 5,9,,,U09-08,08Q_D,N,Convenient!,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0583.mp3,"7,16"
584,584,RU,9.78151E+12,Russian 5,9,,,U09-08,08R_D,F,______!,Udobno!,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0584.mp3,"7,16"
585,585,RU,9.78151E+12,Russian 5,10,,,U10-01,01Q_A,N,WeÕre very glad you are here.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0585.mp3,"5,10,13,16"
586,586,RU,9.78151E+12,Russian 5,10,,,U10-01,01R_A,F,__ _____ ____ ___.,My ochenÕ rady Vam.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0586.mp3,"5,10,13,16"
587,587,RU,9.78151E+12,Russian 5,10,,,U10-01,01Q_B,N,WeÕre very pleased with you.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0587.mp3,10
588,588,RU,9.78151E+12,Russian 5,10,,,U10-01,01R_B,F,__ _____ ________ ____.,My ochenÕ dovolÕny Vami.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0588.mp3,10
589,589,RU,9.78151E+12,Russian 5,10,,,U10-01,01Q_C,N,We love you very much.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0589.mp3,7
590,590,RU,9.78151E+12,Russian 5,10,,,U10-01,01R_C,M,__ _____ _____ ___.,My ochenÕ liubim Vas.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0590.mp3,7
591,591,RU,9.78151E+12,Russian 5,10,,,U10-01,01Q_D,N,We very much want to invite you.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0591.mp3,10
592,592,RU,9.78151E+12,Russian 5,10,,,U10-01,01R_D,M,__ _____ _____ __________ ___.,My ochenÕ hotim priglasitÕ Vas.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0592.mp3,10
593,593,RU,9.78151E+12,Russian 5,10,,,U10-02,02Q_A,N,We prepared a cake.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0593.mp3,"1,6"
594,594,RU,9.78151E+12,Russian 5,10,,,U10-02,02R_A,M,__ ___________ ____.,My prigotovili tort.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0594.mp3,"1,6"
595,595,RU,9.78151E+12,Russian 5,10,,,U10-02,02Q_B,N,We prepared decorations.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0595.mp3,"1,5"
596,596,RU,9.78151E+12,Russian 5,10,,,U10-02,02R_B,M,__ ___________ _________.,My prigotovili ukrasheniia.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0596.mp3,"1,5"
597,597,RU,9.78151E+12,Russian 5,10,,,U10-02,02Q_C,N,We prepared dinner.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0597.mp3,"1,6"
598,598,RU,9.78151E+12,Russian 5,10,,,U10-02,02R_C,M,__ ___________ ____.,My prigotovili uzhin.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0598.mp3,"1,6"
599,599,RU,9.78151E+12,Russian 5,10,,,U10-02,02Q_D,N,We prepared room for you.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0599.mp3,7
600,600,RU,9.78151E+12,Russian 5,10,,,U10-02,02R_D,F,__ ___________ _____ ___ ___.,My prigotovili mesto dlia Vas.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0600.mp3,7
601,601,RU,9.78151E+12,Russian 5,10,,,U10-03,03Q_A,N,Happy holidays!,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0601.mp3,"10,13,16"
602,602,RU,9.78151E+12,Russian 5,10,,,U10-03,03R_A,F,_ __________!,S prazdnikom!,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0602.mp3,"10,13,16"
603,603,RU,9.78151E+12,Russian 5,10,,,U10-03,03Q_B,N,For friendship!,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0603.mp3,5
604,604,RU,9.78151E+12,Russian 5,10,,,U10-03,03R_B,F,__ ______!,Za druzhbu!,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0604.mp3,5
605,605,RU,9.78151E+12,Russian 5,10,,,U10-03,03Q_C,N,Congratulations!,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0605.mp3,"10,13,16"
606,606,RU,9.78151E+12,Russian 5,10,,,U10-03,03R_C,F,__________!,Pozdravliaiu!,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0606.mp3,"10,13,16"
607,607,RU,9.78151E+12,Russian 5,10,,,U10-03,03Q_D,N,With pleasure!,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0607.mp3,"10,13,16"
608,608,RU,9.78151E+12,Russian 5,10,,,U10-03,03R_D,F,_ _____________!,S udovolÕstviem!,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0608.mp3,"10,13,16"
609,609,RU,9.78151E+12,Russian 5,10,,,U10-04,04Q_A,N,Did you get frozen?,,,Q,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0609.mp3,7
610,610,RU,9.78151E+12,Russian 5,10,,,U10-04,04R_A,M,__ ______?,Ty zamiorz?,,Q,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0610.mp3,7
611,611,RU,9.78151E+12,Russian 5,10,,,U10-04,04Q_B,N,Are you free? - Asking a female,,,Q,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0611.mp3,7
612,612,RU,9.78151E+12,Russian 5,10,,,U10-04,04R_B,M,__ ________?,Ty svobodna?,,Q,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0612.mp3,7
613,613,RU,9.78151E+12,Russian 5,10,,,U10-04,04Q_C,N,Did you get tired?,,,Q,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0613.mp3,8
614,614,RU,9.78151E+12,Russian 5,10,,,U10-04,04R_C,M,__ _____?,Ty ustal?,,Q,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0614.mp3,8
615,615,RU,9.78151E+12,Russian 5,10,,,U10-04,04Q_D,N,Did you get sick?,,,Q,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0615.mp3,8
616,616,RU,9.78151E+12,Russian 5,10,,,U10-04,04R_D,M,__ _______?,Ty zabolel?,,Q,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0616.mp3,8
617,617,RU,9.78151E+12,Russian 5,10,,,U10-05,05Q_A,N,Come inside!,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0617.mp3,"10,13"
618,618,RU,9.78151E+12,Russian 5,10,,,U10-05,05R_A,M,________!,Zahodite!,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0618.mp3,"10,13"
619,619,RU,9.78151E+12,Russian 5,10,,,U10-05,05Q_B,N,Excuse me!,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0619.mp3,"10,13,16"
620,620,RU,9.78151E+12,Russian 5,10,,,U10-05,05R_B,F,________!,Izvinite!,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0620.mp3,"10,13,16"
621,621,RU,9.78151E+12,Russian 5,10,,,U10-05,05Q_C,N,Wait!,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0621.mp3,"8,16"
622,622,RU,9.78151E+12,Russian 5,10,,,U10-05,05R_C,F,_________!,Podozhdite!,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0622.mp3,"8,16"
623,623,RU,9.78151E+12,Russian 5,10,,,U10-05,05Q_D,N,Look!,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0623.mp3,"8,16"
624,624,RU,9.78151E+12,Russian 5,10,,,U10-05,05R_D,F,________!,Smotrite!,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0624.mp3,"8,16"
625,625,RU,9.78151E+12,Russian 5,10,,,U10-06,06Q_A,N,I will interrupt you.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0625.mp3,7
626,626,RU,9.78151E+12,Russian 5,10,,,U10-06,06R_A,F,_ _______ ___.,Ia perebÕiu Vas.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0626.mp3,7
627,627,RU,9.78151E+12,Russian 5,10,,,U10-06,06Q_B,N,IÕm listening to you.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0627.mp3,7
628,628,RU,9.78151E+12,Russian 5,10,,,U10-06,06R_B,F,_ ___ ______.,Ia Vas slushaiu.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0628.mp3,7
629,629,RU,9.78151E+12,Russian 5,10,,,U10-06,06Q_C,N,I know you.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0629.mp3,10
630,630,RU,9.78151E+12,Russian 5,10,,,U10-06,06R_C,M,_ ___ ____.,Ia Vas znaiu.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0630.mp3,10
631,631,RU,9.78151E+12,Russian 5,10,,,U10-06,06Q_D,N,I remember you.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0631.mp3,10
632,632,RU,9.78151E+12,Russian 5,10,,,U10-06,06R_D,M,_ ___ _____.,Ia Vas pomniu.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0632.mp3,10
633,633,RU,9.78151E+12,Russian 5,10,,,U10-07,07Q_A,N,IÕm full.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0633.mp3,6
634,634,RU,9.78151E+12,Russian 5,10,,,U10-07,07R_A,M,_ ______.,Ia naelsia.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0634.mp3,6
635,635,RU,9.78151E+12,Russian 5,10,,,U10-07,07Q_B,N,I called.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0635.mp3,3
636,636,RU,9.78151E+12,Russian 5,10,,,U10-07,07R_B,M,_ ______.,Ia zvonil.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0636.mp3,3
637,637,RU,9.78151E+12,Russian 5,10,,,U10-07,07Q_C,N,I went.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0637.mp3,7
638,638,RU,9.78151E+12,Russian 5,10,,,U10-07,07R_C,M,_ _____.,Ia ezdil.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0638.mp3,7
639,639,RU,9.78151E+12,Russian 5,10,,,U10-07,07Q_D,N,I remembered.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0639.mp3,7
640,640,RU,9.78151E+12,Russian 5,10,,,U10-07,07R_D,M,_ ________.,Ia vspomnil.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0640.mp3,7
641,641,RU,9.78151E+12,Russian 5,10,,,U10-08,08Q_A,N,I can share with you.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0641.mp3,7
642,642,RU,9.78151E+12,Russian 5,10,,,U10-08,08R_A,M,_ ____ __________ _ ____.,Ia mogu podelitÕsia s Vami.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0642.mp3,7
643,643,RU,9.78151E+12,Russian 5,10,,,U10-08,08Q_B,N,I can call you back.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0643.mp3,3
644,644,RU,9.78151E+12,Russian 5,10,,,U10-08,08R_B,M,_ ____ ___ ___________.,Ia mogu Vam perezvonitÕ .,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0644.mp3,3
645,645,RU,9.78151E+12,Russian 5,10,,,U10-08,08Q_C,N,I can talk with you.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0645.mp3,3
646,646,RU,9.78151E+12,Russian 5,10,,,U10-08,08R_C,M,_ ____ __________ _ ____.,Ia mogu pogovoritÕ s Vami.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0646.mp3,3
647,647,RU,9.78151E+12,Russian 5,10,,,U10-08,08Q_D,N,I can meet you.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0647.mp3,1
648,648,RU,9.78151E+12,Russian 5,10,,,U10-08,08R_D,F,_ ____ ___ _________.,Ia mogu Vas vstretitÕ.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0648.mp3,1
649,649,RU,9.78151E+12,Russian 5,11,,,U11-01,01Q_A,N,I want to go skiing.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0649.mp3,1
650,650,RU,9.78151E+12,Russian 5,11,,,U11-01,01R_A,F,_ ____ _______ ________ __ _____.,Ia hochu poehatÕ katatÕsia na lyzhah.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0650.mp3,1
