Rec #,Lang,ISBN-13,Course,Unit Num,start,stop,QZ #,line #,spkr,Cue,#of words,Q or S,Course Name (Source),Snippet Name,Skills,,
698,FR,9781797109213,French 3,26,N/A,N/A,16R,N/A,F,Vous avez réservé pour cette nuit?,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_698.mp3,"16,18",,
699,FR,9781797109213,French 3,27,N/A,N/A,01Q,N/A,N,At what time will the room be ready?,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_699.mp3,"17,18",,
700,FR,9781797109213,French 3,27,N/A,N/A,01R,N/A,F,À quelle heure est-ce que la chambre sera prête?,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_700.mp3,"17,18",,
701,FR,9781797109213,French 3,27,N/A,N/A,02Q,N/A,N,Do you have a piece of identification?,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_701.mp3,16,,
702,FR,9781797109213,French 3,27,N/A,N/A,02R,N/A,M,Est-ce que vous avez une pièce d’identité?,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_702.mp3,16,,
703,FR,9781797109213,French 3,27,N/A,N/A,03Q,N/A,N,He has the key of my place.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_703.mp3,7,,
704,FR,9781797109213,French 3,27,N/A,N/A,03R,N/A,M,Il a la clé de chez moi.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_704.mp3,7,,
705,FR,9781797109213,French 3,27,N/A,N/A,04Q,N/A,N,He’s looking for an apartment.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_705.mp3,7,,
706,FR,9781797109213,French 3,27,N/A,N/A,04R,N/A,M,Il cherche un appartement.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_706.mp3,7,,
707,FR,9781797109213,French 3,27,N/A,N/A,05Q,N/A,N,He is a computer science teacher.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_707.mp3,"5,20",,
708,FR,9781797109213,French 3,27,N/A,N/A,05R,N/A,M,Il est prof d’informatique.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_708.mp3,"5,20",,
709,FR,9781797109213,French 3,27,N/A,N/A,06Q,N/A,N,It’s necessary to fill out this form.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_709.mp3,"7,16",,
710,FR,9781797109213,French 3,27,N/A,N/A,06R,N/A,M,Il faut remplir ce formulaire.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_710.mp3,"7,16",,
711,FR,9781797109213,French 3,27,N/A,N/A,07Q,N/A,N,He works in a high school.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_711.mp3,"5,20",,
712,FR,9781797109213,French 3,27,N/A,N/A,07R,N/A,F,Il travaille dans un lycée.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_712.mp3,"5,20",,
713,FR,9781797109213,French 3,27,N/A,N/A,08Q,N/A,N,There’s a parking lot just across.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_713.mp3,"4,16",,
714,FR,9781797109213,French 3,27,N/A,N/A,08R,N/A,F,Il y a un parking juste en face.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_714.mp3,"4,16",,
715,FR,9781797109213,French 3,27,N/A,N/A,09Q,N/A,N,I would like to open a checking account.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_715.mp3,"11,16",,
716,FR,9781797109213,French 3,27,N/A,N/A,09R,N/A,F,Je voudrais ouvrir un compte courant.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_716.mp3,"11,16",,
717,FR,9781797109213,French 3,27,N/A,N/A,10Q,N/A,N,When will my room be ready?,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_717.mp3,"16,18",,
718,FR,9781797109213,French 3,27,N/A,N/A,10R,N/A,F,Quand est-ce que ma chambre sera prête?,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_718.mp3,"16,18",,
719,FR,9781797109213,French 3,27,N/A,N/A,11Q,N/A,N,His luggage is over there.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_719.mp3,18,,
720,FR,9781797109213,French 3,27,N/A,N/A,11R,N/A,F,Ses bagages sont là-bas.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_720.mp3,18,,
721,FR,9781797109213,French 3,27,N/A,N/A,12Q,N/A,N,"Sign here, please.",N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_721.mp3,16,,
722,FR,9781797109213,French 3,27,N/A,N/A,12R,N/A,M,"Signez ici, s’il vous plaît.",N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_722.mp3,16,,
723,FR,9781797109213,French 3,27,N/A,N/A,13Q,N/A,N,You can relax yourself.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_723.mp3,7,,
724,FR,9781797109213,French 3,27,N/A,N/A,13R,N/A,M,Tu peux te détendre.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_724.mp3,7,,
725,FR,9781797109213,French 3,27,N/A,N/A,14Q,N/A,N,Here’s my passport.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_725.mp3,"16,18",,
726,FR,9781797109213,French 3,27,N/A,N/A,14R,N/A,M,Voilà mon passeport.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_726.mp3,"16,18",,
727,FR,9781797109213,French 3,27,N/A,N/A,15Q,N/A,N,Here’s your checking account number.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_727.mp3,"11,16",,
728,FR,9781797109213,French 3,27,N/A,N/A,15R,N/A,M,Voilà votre numéro de compte courant.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_728.mp3,"11,16",,
729,FR,9781797109213,French 3,28,N/A,N/A,01Q,N/A,N,It’s absolutely free!,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_729.mp3,"11,16",,
730,FR,9781797109213,French 3,28,N/A,N/A,01R,N/A,M,C’est absolument gratuit!,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_730.mp3,"11,16",,
731,FR,9781797109213,French 3,28,N/A,N/A,02Q,N/A,N,It’s a free account.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_731.mp3,"11,16",,
732,FR,9781797109213,French 3,28,N/A,N/A,02R,N/A,F,C’est un compte gratuit.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_732.mp3,"11,16",,
733,FR,9781797109213,French 3,28,N/A,N/A,03Q,N/A,N,Your room is almost ready.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_733.mp3,18,,
734,FR,9781797109213,French 3,28,N/A,N/A,03R,N/A,F,Votre chambre est presque prête.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_734.mp3,18,,
735,FR,9781797109213,French 3,28,N/A,N/A,04Q,N/A,N,Are there some fees?,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_735.mp3,"11,16",,
736,FR,9781797109213,French 3,28,N/A,N/A,04R,N/A,F,Est-ce qu’il y a des frais?,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_736.mp3,"11,16",,
737,FR,9781797109213,French 3,28,N/A,N/A,05Q,N/A,N,There are no fees for the debit card.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_737.mp3,"11,16",,
738,FR,9781797109213,French 3,28,N/A,N/A,05R,N/A,F,Il n’y a pas de frais pour la carte bleue.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_738.mp3,"11,16",,
739,FR,9781797109213,French 3,28,N/A,N/A,06Q,N/A,N,There is an ATM.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_739.mp3,"11,16",,
740,FR,9781797109213,French 3,28,N/A,N/A,06R,N/A,F,Il y a un distributeur.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_740.mp3,"11,16",,
741,FR,9781797109213,French 3,28,N/A,N/A,07Q,N/A,N,I also need some money.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_741.mp3,"11,16",,
742,FR,9781797109213,French 3,28,N/A,N/A,07R,N/A,M,J’ai aussi besoin d’argent.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_742.mp3,"11,16",,
743,FR,9781797109213,French 3,28,N/A,N/A,08Q,N/A,N,I have my debit card.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_743.mp3,"11,16",,
744,FR,9781797109213,French 3,28,N/A,N/A,08R,N/A,M,J’ai ma carte bleue.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_744.mp3,"11,16",,
745,FR,9781797109213,French 3,28,N/A,N/A,09Q,N/A,N,I’m looking for an ATM.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_745.mp3,"11,16",,
746,FR,9781797109213,French 3,28,N/A,N/A,09R,N/A,M,Je cherche un distributeur.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_746.mp3,"11,16",,
747,FR,9781797109213,French 3,28,N/A,N/A,10Q,N/A,N,I’ll be at a conference in London.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_747.mp3,20,,
748,FR,9781797109213,French 3,28,N/A,N/A,10R,N/A,M,Je serai à un congrès à Londres.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_748.mp3,20,,
749,FR,9781797109213,French 3,28,N/A,N/A,11Q,N/A,N,With my thanks.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_749.mp3,"13,16",,
750,FR,9781797109213,French 3,28,N/A,N/A,11R,N/A,M,Je vous remercie.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_750.mp3,"13,16",,
751,FR,9781797109213,French 3,28,N/A,N/A,12Q,N/A,N,We cannot change the date of the meeting.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_751.mp3,20,,
752,FR,9781797109213,French 3,28,N/A,N/A,12R,N/A,F,On ne peut pas changer la date de la réunion.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_752.mp3,20,,
753,FR,9781797109213,French 3,28,N/A,N/A,13Q,N/A,N,Maybe that you can send me that by email.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_753.mp3,3,,
754,FR,9781797109213,French 3,28,N/A,N/A,13R,N/A,F,Peut-être que vous pouvez m’envoyer ça par mail.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_754.mp3,3,,
755,FR,9781797109213,French 3,28,N/A,N/A,14Q,N/A,N,"Sign the form, please.",N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_755.mp3,16,,
756,FR,9781797109213,French 3,28,N/A,N/A,14R,N/A,F,"Signez le formulaire, s’il vous plaît.",N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_756.mp3,16,,
757,FR,9781797109213,French 3,29,N/A,N/A,01Q,N/A,N,"That’s nice, with my thanks.",N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_757.mp3,"13,16",,
758,FR,9781797109213,French 3,29,N/A,N/A,01R,N/A,F,"C’est sympa, je te remercie.",N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_758.mp3,"13,16",,
759,FR,9781797109213,French 3,29,N/A,N/A,02Q,N/A,N,It’s not as expensive here as in the United States.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_759.mp3,14,,
760,FR,9781797109213,French 3,29,N/A,N/A,02R,N/A,F,Ce n’est pas aussi cher ici qu’aux Etats-Unis.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_760.mp3,14,,
761,FR,9781797109213,French 3,29,N/A,N/A,03Q,N/A,N,She wants to spend a year here.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_761.mp3,5,,
762,FR,9781797109213,French 3,29,N/A,N/A,03R,N/A,M,Elle veut passer un an ici.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_762.mp3,5,,
763,FR,9781797109213,French 3,29,N/A,N/A,04Q,N/A,N,Is there a bank around here?,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_763.mp3,"11,16",,
764,FR,9781797109213,French 3,29,N/A,N/A,04R,N/A,M,Est-ce qu’il y a une banque par ici?,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_764.mp3,"11,16",,
765,FR,9781797109213,French 3,29,N/A,N/A,05Q,N/A,N,Can I ask you a small question?,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_765.mp3,"15,16",,
766,FR,9781797109213,French 3,29,N/A,N/A,05R,N/A,M,Est-ce que je peux te poser une petite question?,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_766.mp3,"15,16",,
767,FR,9781797109213,French 3,29,N/A,N/A,06Q,N/A,N,Is everything ready?,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_767.mp3,7,,
768,FR,9781797109213,French 3,29,N/A,N/A,06R,N/A,M,Est-ce que tout est prêt?,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_768.mp3,7,,
769,FR,9781797109213,French 3,29,N/A,N/A,07Q,N/A,N,Can you send me all that by email?,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_769.mp3,3,,
770,FR,9781797109213,French 3,29,N/A,N/A,07R,N/A,M,Est-ce que tu peux m’envoyer tout ça par mail?,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_770.mp3,3,,
771,FR,9781797109213,French 3,29,N/A,N/A,08Q,N/A,N,It’s too late to change the date of the meeting.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_771.mp3,"17,20",,
772,FR,9781797109213,French 3,29,N/A,N/A,08R,N/A,F,Il est trop tard pour changer la date de la réunion.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_772.mp3,"17,20",,
773,FR,9781797109213,French 3,29,N/A,N/A,09Q,N/A,N,It’s necessary to open a file.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_773.mp3,3,,
774,FR,9781797109213,French 3,29,N/A,N/A,09R,N/A,F,Il faut ouvrir un dossier.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_774.mp3,3,,
775,FR,9781797109213,French 3,29,N/A,N/A,10Q,N/A,N,It’s necessary to fill out a lot of forms.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_775.mp3,7,,
776,FR,9781797109213,French 3,29,N/A,N/A,10R,N/A,F,Il faut remplir beaucoup de formulaires.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_776.mp3,7,,
777,FR,9781797109213,French 3,29,N/A,N/A,11Q,N/A,N,It’s necessary only to fill out this form.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_777.mp3,7,,
778,FR,9781797109213,French 3,29,N/A,N/A,11R,N/A,F,Il faut seulement remplir ce formulaire.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_778.mp3,7,,
779,FR,9781797109213,French 3,29,N/A,N/A,12Q,N/A,N,I’m going to bring my computer.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_779.mp3,3,,
780,FR,9781797109213,French 3,29,N/A,N/A,12R,N/A,F,Je vais apporter mon ordinateur.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_780.mp3,3,,
781,FR,9781797109213,French 3,29,N/A,N/A,13Q,N/A,N,I’m going to send you that by e-mail.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_781.mp3,3,,
782,FR,9781797109213,French 3,29,N/A,N/A,13R,N/A,M,Je vais t’envoyer ça par mail.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_782.mp3,3,,
783,FR,9781797109213,French 3,29,N/A,N/A,14Q,N/A,N,I’m going to send you the information.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_783.mp3,"3,16",,
784,FR,9781797109213,French 3,29,N/A,N/A,14R,N/A,M,Je vais t’envoyer les renseignements.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_784.mp3,"3,16",,
785,FR,9781797109213,French 3,29,N/A,N/A,15Q,N/A,N,I’d like to ask you something.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_785.mp3,"15,16",,
786,FR,9781797109213,French 3,29,N/A,N/A,15R,N/A,M,Je voudrais vous demander quelque chose.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_786.mp3,"15,16",,
787,FR,9781797109213,French 3,29,N/A,N/A,16Q,N/A,N,You can send me the file as an attachment.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_787.mp3,"3,16",,
788,FR,9781797109213,French 3,29,N/A,N/A,16R,N/A,M,Tu peux m’envoyer le dossier en pièce jointe.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_788.mp3,"3,16",,
789,FR,9781797109213,French 3,30,N/A,N/A,01Q,N/A,N,Good-bye and good luck!,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_789.mp3,10,,
790,FR,9781797109213,French 3,30,N/A,N/A,01R,N/A,M,Au revoir et bonne chance!,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_790.mp3,10,,
791,FR,9781797109213,French 3,30,N/A,N/A,02Q,N/A,N,That’s a good question.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_791.mp3,7,,
792,FR,9781797109213,French 3,30,N/A,N/A,02R,N/A,F,C’est une bonne question.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_792.mp3,7,,
793,FR,9781797109213,French 3,30,N/A,N/A,03Q,N/A,N,I asked something.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_793.mp3,7,,
794,FR,9781797109213,French 3,30,N/A,N/A,03R,N/A,F,J’ai demandé quelque chose.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_794.mp3,7,,
795,FR,9781797109213,French 3,30,N/A,N/A,04Q,N/A,N,I’m really thirsty.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_795.mp3,"6,16",,
796,FR,9781797109213,French 3,30,N/A,N/A,04R,N/A,F,J’ai vraiment soif.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_796.mp3,"6,16",,
797,FR,9781797109213,French 3,30,N/A,N/A,05Q,N/A,N,I’m going to send them to everyone.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_797.mp3,3,,
798,FR,9781797109213,French 3,30,N/A,N/A,05R,N/A,F,Je vais les envoyer à tout le monde.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_798.mp3,3,,
799,FR,9781797109213,French 3,30,N/A,N/A,06Q,N/A,N,The kitchen is pretty small.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_799.mp3,7,,
800,FR,9781797109213,French 3,30,N/A,N/A,06R,N/A,F,La cuisine est assez petite.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_800.mp3,7,,
801,FR,9781797109213,French 3,30,N/A,N/A,07Q,N/A,N,My debit card is not working.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_801.mp3,"11,16",,
802,FR,9781797109213,French 3,30,N/A,N/A,07R,N/A,M,Ma carte bleue ne marche pas.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_802.mp3,"11,16",,
803,FR,9781797109213,French 3,30,N/A,N/A,08Q,N/A,N,We cannot change it.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_803.mp3,7,,
804,FR,9781797109213,French 3,30,N/A,N/A,08R,N/A,M,On ne peut pas la changer.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_804.mp3,7,,
805,FR,9781797109213,French 3,30,N/A,N/A,09Q,N/A,N,What a pretty apartment!,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_805.mp3,7,,
806,FR,9781797109213,French 3,30,N/A,N/A,09R,N/A,M,Quel joli appartement!,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_806.mp3,7,,
807,FR,9781797109213,French 3,30,N/A,N/A,10Q,N/A,N,You’re hungry?,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_807.mp3,6,,
808,FR,9781797109213,French 3,30,N/A,N/A,10R,N/A,M,Tu as faim?,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_808.mp3,6,,
809,FR,9781797109213,French 3,30,N/A,N/A,11Q,N/A,N,You think so?,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_809.mp3,7,,
810,FR,9781797109213,French 3,30,N/A,N/A,11R,N/A,M,Tu crois?,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_810.mp3,7,,
811,FR,9781797109213,French 3,30,N/A,N/A,12Q,N/A,N,You asked me something?,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_811.mp3,"15,16",,
812,FR,9781797109213,French 3,30,N/A,N/A,12R,N/A,F,Tu m’as demandé quelque chose?,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_812.mp3,"15,16",,
813,FR,9781797109213,French 3,30,N/A,N/A,13Q,N/A,N,Come with me.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_813.mp3,7,,
814,FR,9781797109213,French 3,30,N/A,N/A,13R,N/A,F,Viens avec moi.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_814.mp3,7,,
815,FR,9781797109213,French 3,30,N/A,N/A,14Q,N/A,N,Have you seen my car keys?,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_815.mp3,"16,18",,
816,FR,9781797109213,French 3,30,N/A,N/A,14R,N/A,F,Est-ce que tu as vu mes clés de voiture?,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_816.mp3,"16,18",,
817,FR,9781797109213,French 3,30,N/A,N/A,15Q,N/A,N,Would it be necessary to change the date of the conference?,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_817.mp3,16,,
818,FR,9781797109213,French 3,30,N/A,N/A,15R,N/A,F,Est-ce qu’il faudrait changer la date du congrès?,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_818.mp3,16,,
