Control #,Rec #,Lang,Source Audio ISBN_13,Course,Unit Num,start,stop,QZ #,line #,Speaker,Cue,Transliteration,#of words,_Q_or_S,Course Name _Source_,Snippet Name,Skills
597,597,MA,9781442316409,Mandarin 2,29,,,11Q,,N,Did you come by bus?,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_599.mp3,"16,18"
598,598,MA,9781442316409,Mandarin 2,29,,,11R,,F,你是坐公共汽车来的吗？,nǐ shì zuò gōng gòng qì chē lái de ma?,10,Q,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_600.mp3,"16,18"
599,599,MA,9781442316409,Mandarin 2,30,,,01Q,,N,"In winter, does it often snow?",,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_601.mp3,"17,19"
600,600,MA,9781442316409,Mandarin 2,30,,,01R,,F,冬天常常下雪吗?,dōng tiān cháng cháng xià xuě ma?,7,Q,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_602.mp3,"17,19"
601,601,MA,9781442316409,Mandarin 2,30,,,02Q,,N,"That’s right, often it snows",,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_603.mp3,19
602,602,MA,9781442316409,Mandarin 2,30,,,02R,,M,"是的, 常常下雪。","shì de, cháng cháng xià xuě.",6,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_604.mp3,19
603,603,MA,9781442316409,Mandarin 2,30,,,03Q,,N,Does it rain?,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_605.mp3,19
604,604,MA,9781442316409,Mandarin 2,30,,,03R,,F,下雨吗?,xià yǔ ma?,3,Q,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_606.mp3,19
605,605,MA,9781442316409,Mandarin 2,30,,,04Q,,N,"Come to my home to eat dinner, OK?",,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_607.mp3,6
606,606,MA,9781442316409,Mandarin 2,30,,,04R,,F,来我的家吃晚饭好吗?,lái wǒ de jiā chī wǎn fàn hǎo ma?,9,Q,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_608.mp3,6
607,607,MA,9781442316409,Mandarin 2,30,,,05Q,,N,Would Saturday be possible?,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_609.mp3,17
608,608,MA,9781442316409,Mandarin 2,30,,,05R,,M,星期六行吗?,xīng qī lìu xíng ma?,5,Q,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_610.mp3,17
609,609,MA,9781442316409,Mandarin 2,30,,,06Q,,N,I’m going to go there in May to see my son.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_611.mp3,"5,17"
610,610,MA,9781442316409,Mandarin 2,30,,,06R,,F,我要五月去那儿看我的儿子。,wǒ yào wǔ yuè qù nàr kàn wǒ de ér zi.,11,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_612.mp3,"5,17"
611,611,MA,9781442316409,Mandarin 2,30,,,07Q,,N,"In the summer, it often rains.",,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_613.mp3,"17,19"
612,612,MA,9781442316409,Mandarin 2,30,,,07R,,M,夏天常常下雨。,xià tiān cháng cháng xià yǔ.,6,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_614.mp3,"17,19"
613,613,MA,9781442316409,Mandarin 2,30,,,08Q,,N,I came by taxi from the subway station.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_615.mp3,"16,18"
614,614,MA,9781442316409,Mandarin 2,30,,,08R,,F,我是从地铁站打的来的。,wǒ shì cóng dì tiě zhàn dǎ dī lái de.,10,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_616.mp3,"16,18"
615,615,MA,9781442316409,Mandarin 2,30,,,09Q,,N,Often it snows.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_617.mp3,"17,19"
616,616,MA,9781442316409,Mandarin 2,30,,,09R,,M,常常下雪。,cháng cháng xià xuě.,4,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_618.mp3,"17,19"
