Control #,Rec #,Lang,Source Audio ISBN_13,Course,Unit Num,start,stop,Cluster,QZ #,Speaker,Cue,Snippet Name,Skills
614,614,GR,978-1-4423-7056-2,German 4,10,,,U10-05,05R_C,M,Morgen Vormittag wäre besser.,9781442370562_German_4_QZ_0614.mp3,17
615,615,GR,978-1-4423-7056-2,German 4,10,,,U10-05,05Q_D,N,Tomorrow would definitely be best.,9781442370562_German_4_QZ_0615.mp3,17
616,616,GR,978-1-4423-7056-2,German 4,10,,,U10-05,05R_D,F,Morgen wäre bestimmt am besten.,9781442370562_German_4_QZ_0616.mp3,17
617,617,GR,978-1-4423-7056-2,German 4,10,,,U10-06,06Q_A,N,Ought I to reserve seats?,9781442370562_German_4_QZ_0617.mp3,"1,18"
618,618,GR,978-1-4423-7056-2,German 4,10,,,U10-06,06R_A,M,Soll ich Sitzplätze reservieren?,9781442370562_German_4_QZ_0618.mp3,"1,18"
619,619,GR,978-1-4423-7056-2,German 4,10,,,U10-06,06Q_B,N,Ought I to reserve a table?,9781442370562_German_4_QZ_0619.mp3,"6,9"
620,620,GR,978-1-4423-7056-2,German 4,10,,,U10-06,06R_B,F,Soll ich einen Tisch reservieren?,9781442370562_German_4_QZ_0620.mp3,"6,9"
621,621,GR,978-1-4423-7056-2,German 4,10,,,U10-06,06Q_C,N,Ought I to reserve a room?,9781442370562_German_4_QZ_0621.mp3,"16,18"
622,622,GR,978-1-4423-7056-2,German 4,10,,,U10-06,06R_C,M,Soll ich ein Zimmer reservieren?,9781442370562_German_4_QZ_0622.mp3,"16,18"
623,623,GR,978-1-4423-7056-2,German 4,10,,,U10-06,06Q_D,N,Ought I to reserve them?,9781442370562_German_4_QZ_0623.mp3,"1,14"
624,624,GR,978-1-4423-7056-2,German 4,10,,,U10-06,06R_D,F,Soll ich sie reservieren?,9781442370562_German_4_QZ_0624.mp3,"1,14"
625,625,GR,978-1-4423-7056-2,German 4,10,,,U10-07,07Q_A,N,We don’t have to transfer.,9781442370562_German_4_QZ_0625.mp3,"9,18"
626,626,GR,978-1-4423-7056-2,German 4,10,,,U10-07,07R_A,M,Wir müssen nicht umsteigen.,9781442370562_German_4_QZ_0626.mp3,"9,18"
627,627,GR,978-1-4423-7056-2,German 4,10,,,U10-07,07Q_B,N,We don’t have to come along.,9781442370562_German_4_QZ_0627.mp3,"1,18"
628,628,GR,978-1-4423-7056-2,German 4,10,,,U10-07,07R_B,F,Wir müssen nicht mitkommen.,9781442370562_German_4_QZ_0628.mp3,"1,18"
629,629,GR,978-1-4423-7056-2,German 4,10,,,U10-07,07Q_C,N,We don’t have to go away.,9781442370562_German_4_QZ_0629.mp3,"1,18"
630,630,GR,978-1-4423-7056-2,German 4,10,,,U10-07,07R_C,M,Wir müssen nicht wegfahren.,9781442370562_German_4_QZ_0630.mp3,"1,18"
631,631,GR,978-1-4423-7056-2,German 4,10,,,U10-07,07Q_D,N,We have to transfer now.,9781442370562_German_4_QZ_0631.mp3,"17,18"
632,632,GR,978-1-4423-7056-2,German 4,10,,,U10-07,07R_D,F,Wir müssen jetzt umsteigen.,9781442370562_German_4_QZ_0632.mp3,"17,18"
633,633,GR,978-1-4423-7056-2,German 4,10,,,U10-08,08Q_A,N,Were you already in Dresden?,9781442370562_German_4_QZ_0633.mp3,"17,18"
634,634,GR,978-1-4423-7056-2,German 4,10,,,U10-08,08R_A,M,Waren Sie schon in Dresden?,9781442370562_German_4_QZ_0634.mp3,"17,18"
635,635,GR,978-1-4423-7056-2,German 4,10,,,U10-08,08Q_B,N,Was she already in Dresden?,9781442370562_German_4_QZ_0635.mp3,"17,18"
636,636,GR,978-1-4423-7056-2,German 4,10,,,U10-08,08R_B,F,War sie schon in Dresden?,9781442370562_German_4_QZ_0636.mp3,"17,18"
637,637,GR,978-1-4423-7056-2,German 4,10,,,U10-08,08Q_C,N,When were you in Dresden?,9781442370562_German_4_QZ_0637.mp3,"17,18"
638,638,GR,978-1-4423-7056-2,German 4,10,,,U10-08,08R_C,M,Wann waren Sie in Dresden?,9781442370562_German_4_QZ_0638.mp3,"17,18"
639,639,GR,978-1-4423-7056-2,German 4,10,,,U10-08,08Q_D,N,Are you already in Dresden?,9781442370562_German_4_QZ_0639.mp3,"17,18"
640,640,GR,978-1-4423-7056-2,German 4,10,,,U10-08,08R_D,F,Seid ihr schon in Dresden?,9781442370562_German_4_QZ_0640.mp3,"17,18"
641,641,GR,978-1-4423-7056-2,German 4,11,,,U11-01,01Q_A,N,Your wife told me that.,9781442370562_German_4_QZ_0641.mp3,5
642,642,GR,978-1-4423-7056-2,German 4,11,,,U11-01,01R_A,M,Ihre Frau hat mir das gesagt.,9781442370562_German_4_QZ_0642.mp3,5
643,643,GR,978-1-4423-7056-2,German 4,11,,,U11-01,01Q_B,N,Your wife told you that.,9781442370562_German_4_QZ_0643.mp3,5
644,644,GR,978-1-4423-7056-2,German 4,11,,,U11-01,01R_B,F,Ihre Frau hat Ihnen das gesagt.,9781442370562_German_4_QZ_0644.mp3,5
645,645,GR,978-1-4423-7056-2,German 4,11,,,U11-01,01Q_C,N,Your wife told him that.,9781442370562_German_4_QZ_0645.mp3,5
646,646,GR,978-1-4423-7056-2,German 4,11,,,U11-01,01R_C,M,Ihre Frau hat ihm das gesagt.,9781442370562_German_4_QZ_0646.mp3,5
647,647,GR,978-1-4423-7056-2,German 4,11,,,U11-01,01Q_D,N,Your wife told her that.,9781442370562_German_4_QZ_0647.mp3,5
648,648,GR,978-1-4423-7056-2,German 4,11,,,U11-01,01R_D,F,Ihre Frau hat ihr das gesagt.,9781442370562_German_4_QZ_0648.mp3,5
649,649,GR,978-1-4423-7056-2,German 4,11,,,U11-02,02Q_A,N,Does he still have relatives here?,9781442370562_German_4_QZ_0649.mp3,"5,17"
650,650,GR,978-1-4423-7056-2,German 4,11,,,U11-02,02R_A,M,Hat er noch Verwandte hier?,9781442370562_German_4_QZ_0650.mp3,"5,17"
651,651,GR,978-1-4423-7056-2,German 4,11,,,U11-02,02Q_B,N,Does he have many relatives here?,9781442370562_German_4_QZ_0651.mp3,"6,12"
652,652,GR,978-1-4423-7056-2,German 4,11,,,U11-02,02R_B,F,Hat er viele Verwandte hier?,9781442370562_German_4_QZ_0652.mp3,"6,12"
653,653,GR,978-1-4423-7056-2,German 4,11,,,U11-02,02Q_C,N,Does he also have relatives here?,9781442370562_German_4_QZ_0653.mp3,5
654,654,GR,978-1-4423-7056-2,German 4,11,,,U11-02,02R_C,M,Hat er auch Verwandte hier?,9781442370562_German_4_QZ_0654.mp3,5
655,655,GR,978-1-4423-7056-2,German 4,11,,,U11-02,02Q_D,N,Doesn’t he have any relatives here?,9781442370562_German_4_QZ_0655.mp3,5
656,656,GR,978-1-4423-7056-2,German 4,11,,,U11-02,02R_D,F,Hat er keine Verwandte hier?,9781442370562_German_4_QZ_0656.mp3,5
657,657,GR,978-1-4423-7056-2,German 4,11,,,U11-03,03Q_A,N,Mine was too old.,9781442370562_German_4_QZ_0657.mp3,"7,9"
658,658,GR,978-1-4423-7056-2,German 4,11,,,U11-03,03R_A,M,Meiner war zu alt.,9781442370562_German_4_QZ_0658.mp3,"7,9"
659,659,GR,978-1-4423-7056-2,German 4,11,,,U11-03,03Q_B,N,Mine was too heavy.,9781442370562_German_4_QZ_0659.mp3,"7,9"
660,660,GR,978-1-4423-7056-2,German 4,11,,,U11-03,03R_B,F,Meiner war zu schwer.,9781442370562_German_4_QZ_0660.mp3,"7,9"
661,661,GR,978-1-4423-7056-2,German 4,11,,,U11-03,03Q_C,N,Mine was too small.,9781442370562_German_4_QZ_0661.mp3,"7,9,14"
662,662,GR,978-1-4423-7056-2,German 4,11,,,U11-03,03R_C,M,Meiner war zu klein.,9781442370562_German_4_QZ_0662.mp3,"7,9,14"
663,663,GR,978-1-4423-7056-2,German 4,11,,,U11-03,03Q_D,N,Mine was too big.,9781442370562_German_4_QZ_0663.mp3,"7,9,14"
664,664,GR,978-1-4423-7056-2,German 4,11,,,U11-03,03R_D,F,Meiner war zu groß.,9781442370562_German_4_QZ_0664.mp3,"7,9,14"
665,665,GR,978-1-4423-7056-2,German 4,11,,,U11-04,04Q_A,N,Are you going with the ICE?,9781442370562_German_4_QZ_0665.mp3,18
666,666,GR,978-1-4423-7056-2,German 4,11,,,U11-04,04R_A,M,Fahrt ihr mit dem ICE?,9781442370562_German_4_QZ_0666.mp3,18
667,667,GR,978-1-4423-7056-2,German 4,11,,,U11-04,04Q_B,N,Are you often going with the ICE?,9781442370562_German_4_QZ_0667.mp3,"17,18"
668,668,GR,978-1-4423-7056-2,German 4,11,,,U11-04,04R_B,F,Fahrt ihr oft mit dem ICE?,9781442370562_German_4_QZ_0668.mp3,"17,18"
669,669,GR,978-1-4423-7056-2,German 4,11,,,U11-04,04Q_C,N,Are you always going with the ICE?,9781442370562_German_4_QZ_0669.mp3,"17,18"
670,670,GR,978-1-4423-7056-2,German 4,11,,,U11-04,04R_C,M,Fahrt ihr immer mit dem ICE?,9781442370562_German_4_QZ_0670.mp3,"17,18"
671,671,GR,978-1-4423-7056-2,German 4,11,,,U11-04,04Q_D,N,Are you never going with the ICE?,9781442370562_German_4_QZ_0671.mp3,"17,18"
672,672,GR,978-1-4423-7056-2,German 4,11,,,U11-04,04R_D,F,Fahrt ihr nie mit dem ICE?,9781442370562_German_4_QZ_0672.mp3,"17,18"
673,673,GR,978-1-4423-7056-2,German 4,11,,,U11-05,05Q_A,N,For two adults.,9781442370562_German_4_QZ_0673.mp3,12
674,674,GR,978-1-4423-7056-2,German 4,11,,,U11-05,05R_A,M,Für zwei Erwachsene.,9781442370562_German_4_QZ_0674.mp3,12
675,675,GR,978-1-4423-7056-2,German 4,11,,,U11-05,05Q_B,N,For two rooms.,9781442370562_German_4_QZ_0675.mp3,"12,18"
676,676,GR,978-1-4423-7056-2,German 4,11,,,U11-05,05R_B,F,Für zwei Zimmer.,9781442370562_German_4_QZ_0676.mp3,"12,18"
677,677,GR,978-1-4423-7056-2,German 4,11,,,U11-05,05Q_C,N,For two children.,9781442370562_German_4_QZ_0677.mp3,"5,12"
678,678,GR,978-1-4423-7056-2,German 4,11,,,U11-05,05R_C,M,Für zwei Kinder.,9781442370562_German_4_QZ_0678.mp3,"5,12"
679,679,GR,978-1-4423-7056-2,German 4,11,,,U11-05,05Q_D,N,For two hours.,9781442370562_German_4_QZ_0679.mp3,"12,17"
680,680,GR,978-1-4423-7056-2,German 4,11,,,U11-05,05R_D,F,Für zwei Stunden.,9781442370562_German_4_QZ_0680.mp3,"12,17"
681,681,GR,978-1-4423-7056-2,German 4,11,,,U11-06,06Q_A,N,I have a distant female cousin who lives nearby.,9781442370562_German_4_QZ_0681.mp3,"5,9,18"
682,682,GR,978-1-4423-7056-2,German 4,11,,,U11-06,06R_A,M,"Ich habe eine entfernte Kusine, die in der Nähe wohnt.",9781442370562_German_4_QZ_0682.mp3,"5,9,18"
683,683,GR,978-1-4423-7056-2,German 4,11,,,U11-06,06Q_B,N,I have a distant male cousin who lives nearby.,9781442370562_German_4_QZ_0683.mp3,"5,9,18"
684,684,GR,978-1-4423-7056-2,German 4,11,,,U11-06,06R_B,F,"Ich habe einen entfernten Cousin, der in der Nähe wohnt.",9781442370562_German_4_QZ_0684.mp3,"5,9,18"
685,685,GR,978-1-4423-7056-2,German 4,11,,,U11-06,06Q_C,N,I have a distant female cousin who lives there.,9781442370562_German_4_QZ_0685.mp3,"5,18"
686,686,GR,978-1-4423-7056-2,German 4,11,,,U11-06,06R_C,M,"Ich habe eine entfernte Kusine, die dort wohnt.",9781442370562_German_4_QZ_0686.mp3,"5,18"
687,687,GR,978-1-4423-7056-2,German 4,11,,,U11-06,06Q_D,N,I have a distant male cousin who lives not far from here.,9781442370562_German_4_QZ_0687.mp3,"4,5"
688,688,GR,978-1-4423-7056-2,German 4,11,,,U11-06,06R_D,F,"Ich habe einen entfernten Cousin, der nicht weit von hier wohnt.",9781442370562_German_4_QZ_0688.mp3,"4,5"
689,689,GR,978-1-4423-7056-2,German 4,11,,,U11-07,07Q_A,N,Ought I already to pay?,9781442370562_German_4_QZ_0689.mp3,"11,14"
690,690,GR,978-1-4423-7056-2,German 4,11,,,U11-07,07R_A,M,Soll ich schon zahlen?,9781442370562_German_4_QZ_0690.mp3,"11,14"
691,691,GR,978-1-4423-7056-2,German 4,11,,,U11-07,07Q_B,N,Can I already pay?,9781442370562_German_4_QZ_0691.mp3,"11,14"
692,692,GR,978-1-4423-7056-2,German 4,11,,,U11-07,07R_B,F,Kann ich schon zahlen?,9781442370562_German_4_QZ_0692.mp3,"11,14"
693,693,GR,978-1-4423-7056-2,German 4,11,,,U11-07,07Q_C,N,Where ought I to pay?,9781442370562_German_4_QZ_0693.mp3,"11,14"
694,694,GR,978-1-4423-7056-2,German 4,11,,,U11-07,07R_C,M,Wo soll ich zahlen?,9781442370562_German_4_QZ_0694.mp3,"11,14"
695,695,GR,978-1-4423-7056-2,German 4,11,,,U11-07,07Q_D,N,When ought I to pay?,9781442370562_German_4_QZ_0695.mp3,"11,14,17"
696,696,GR,978-1-4423-7056-2,German 4,11,,,U11-07,07R_D,F,Wann soll ich zahlen?,9781442370562_German_4_QZ_0696.mp3,"11,14,17"
697,697,GR,978-1-4423-7056-2,German 4,11,,,U11-08,08Q_A,N,I bought a new suitcase for the trip.,9781442370562_German_4_QZ_0697.mp3,"14,18"
698,698,GR,978-1-4423-7056-2,German 4,11,,,U11-08,08R_A,M,Ich habe einen neuen Koffer für die Reise gekauft.,9781442370562_German_4_QZ_0698.mp3,"14,18"
699,699,GR,978-1-4423-7056-2,German 4,11,,,U11-08,08Q_B,N,I bought a blue suitcase for the trip.,9781442370562_German_4_QZ_0699.mp3,"14,18"
700,700,GR,978-1-4423-7056-2,German 4,11,,,U11-08,08R_B,F,Ich habe einen blauen Koffer für die Reise gekauft.,9781442370562_German_4_QZ_0700.mp3,"14,18"
701,701,GR,978-1-4423-7056-2,German 4,11,,,U11-08,08Q_C,N,I bought a big suitcase for the trip.,9781442370562_German_4_QZ_0701.mp3,"14,18"
702,702,GR,978-1-4423-7056-2,German 4,11,,,U11-08,08R_C,M,Ich habe einen großen Koffer für die Reise gekauft.,9781442370562_German_4_QZ_0702.mp3,"14,18"
703,703,GR,978-1-4423-7056-2,German 4,11,,,U11-08,08Q_D,N,I bought a new suitcase for my vacation.,9781442370562_German_4_QZ_0703.mp3,"14,18"
704,704,GR,978-1-4423-7056-2,German 4,11,,,U11-08,08R_D,F,Ich habe einen neuen Koffer für meinen Urlaub gekauft.,9781442370562_German_4_QZ_0704.mp3,"14,18"
705,705,GR,978-1-4423-7056-2,German 4,12,,,U12-01,01Q_A,N,Do you need help with your luggage?,9781442370562_German_4_QZ_0705.mp3,18
706,706,GR,978-1-4423-7056-2,German 4,12,,,U12-01,01R_A,M,Brauchen Sie Hilfe mit Ihrem Gepäck?,9781442370562_German_4_QZ_0706.mp3,18
707,707,GR,978-1-4423-7056-2,German 4,12,,,U12-01,01Q_B,N,Do you need help with your suitcase?,9781442370562_German_4_QZ_0707.mp3,"16,18"
708,708,GR,978-1-4423-7056-2,German 4,12,,,U12-01,01R_B,F,Brauchen Sie Hilfe mit Ihrem Koffer?,9781442370562_German_4_QZ_0708.mp3,"16,18"
709,709,GR,978-1-4423-7056-2,German 4,12,,,U12-01,01Q_C,N,Would you like help with your luggage?,9781442370562_German_4_QZ_0709.mp3,18
710,710,GR,978-1-4423-7056-2,German 4,12,,,U12-01,01R_C,M,Möchten Sie Hilfe mit Ihrem Gepäck?,9781442370562_German_4_QZ_0710.mp3,18
711,711,GR,978-1-4423-7056-2,German 4,12,,,U12-01,01Q_D,N,Do you want help with your suitcase?,9781442370562_German_4_QZ_0711.mp3,"16,18"
712,712,GR,978-1-4423-7056-2,German 4,12,,,U12-01,01R_D,F,Wollen Sie Hilfe mit Ihrem Koffer?,9781442370562_German_4_QZ_0712.mp3,"16,18"
713,713,GR,978-1-4423-7056-2,German 4,12,,,U12-02,02Q_A,N,Is that the woman with whom we spoke?,9781442370562_German_4_QZ_0713.mp3,"10,15"
714,714,GR,978-1-4423-7056-2,German 4,12,,,U12-02,02R_A,M,"Ist das die Frau, mit der wir gesprochen haben?",9781442370562_German_4_QZ_0714.mp3,"10,15"
715,715,GR,978-1-4423-7056-2,German 4,12,,,U12-02,02Q_B,N,Is that the woman who spoke?,9781442370562_German_4_QZ_0715.mp3,"10,15"
716,716,GR,978-1-4423-7056-2,German 4,12,,,U12-02,02R_B,F,"Ist das die Frau, die gesprochen hat?",9781442370562_German_4_QZ_0716.mp3,"10,15"
717,717,GR,978-1-4423-7056-2,German 4,12,,,U12-02,02Q_C,N,Is that the woman with whom you spoke?,9781442370562_German_4_QZ_0717.mp3,"10,15"
718,718,GR,978-1-4423-7056-2,German 4,12,,,U12-02,02R_C,M,"Ist das die Frau, mit der du gesprochen hast?",9781442370562_German_4_QZ_0718.mp3,"10,15"
719,719,GR,978-1-4423-7056-2,German 4,12,,,U12-02,02Q_D,N,Is that the woman who spoke with us?,9781442370562_German_4_QZ_0719.mp3,"10,15"
720,720,GR,978-1-4423-7056-2,German 4,12,,,U12-02,02R_D,F,"Ist das die Frau, die mit uns gesprochen hat?",9781442370562_German_4_QZ_0720.mp3,"10,15"
721,721,GR,978-1-4423-7056-2,German 4,12,,,U12-03,03Q_A,N,My grandparents were originally from Germany.,9781442370562_German_4_QZ_0721.mp3,"5,10,18"
722,722,GR,978-1-4423-7056-2,German 4,12,,,U12-03,03R_A,M,Meine Großeltern waren ursprünglich aus Deutschland.,9781442370562_German_4_QZ_0722.mp3,"5,10,18"
723,723,GR,978-1-4423-7056-2,German 4,12,,,U12-03,03Q_B,N,My parents were originally from Germany.,9781442370562_German_4_QZ_0723.mp3,"5,10,18"
724,724,GR,978-1-4423-7056-2,German 4,12,,,U12-03,03R_B,F,Meine Eltern waren ursprünglich aus Deutschland.,9781442370562_German_4_QZ_0724.mp3,"5,10,18"
725,725,GR,978-1-4423-7056-2,German 4,12,,,U12-03,03Q_C,N,My grandparents were not from Germany.,9781442370562_German_4_QZ_0725.mp3,"5,10,18"
726,726,GR,978-1-4423-7056-2,German 4,12,,,U12-03,03R_C,M,Meine Großeltern waren nicht aus Deutschland.,9781442370562_German_4_QZ_0726.mp3,"5,10,18"
727,727,GR,978-1-4423-7056-2,German 4,12,,,U12-03,03Q_D,N,My grandparents were perhaps from Germany.,9781442370562_German_4_QZ_0727.mp3,"5,10,18"
728,728,GR,978-1-4423-7056-2,German 4,12,,,U12-03,03R_D,F,Meine Großeltern waren vielleicht aus Deutschland.,9781442370562_German_4_QZ_0728.mp3,"5,10,18"
729,729,GR,978-1-4423-7056-2,German 4,12,,,U12-04,04Q_A,N,At what time is there breakfast?,9781442370562_German_4_QZ_0729.mp3,"6,17"
730,730,GR,978-1-4423-7056-2,German 4,12,,,U12-04,04R_A,M,Um wieviel Uhr gibt es Frühstück?,9781442370562_German_4_QZ_0730.mp3,"6,17"
731,731,GR,978-1-4423-7056-2,German 4,12,,,U12-04,04Q_B,N,At what time is there lunch?,9781442370562_German_4_QZ_0731.mp3,"6,17"
732,732,GR,978-1-4423-7056-2,German 4,12,,,U12-04,04R_B,F,Um wieviel Uhr gibt es Mittagessen?,9781442370562_German_4_QZ_0732.mp3,"6,17"
733,733,GR,978-1-4423-7056-2,German 4,12,,,U12-04,04Q_C,N,At what time is there dinner?,9781442370562_German_4_QZ_0733.mp3,"6,17"
734,734,GR,978-1-4423-7056-2,German 4,12,,,U12-04,04R_C,M,Um wieviel Uhr gibt es Abendessen?,9781442370562_German_4_QZ_0734.mp3,"6,17"
735,735,GR,978-1-4423-7056-2,German 4,12,,,U12-04,04Q_D,N,At what time do we eat?,9781442370562_German_4_QZ_0735.mp3,"6,17"
736,736,GR,978-1-4423-7056-2,German 4,12,,,U12-04,04R_D,F,Um wieviel Uhr essen wir?,9781442370562_German_4_QZ_0736.mp3,"6,17"
737,737,GR,978-1-4423-7056-2,German 4,12,,,U12-05,05Q_A,N,I look forward to meeting him.,9781442370562_German_4_QZ_0737.mp3,"13,20"
738,738,GR,978-1-4423-7056-2,German 4,12,,,U12-05,05R_A,M,"Ich freue mich darauf, ihn zu treffen.",9781442370562_German_4_QZ_0738.mp3,"13,20"
739,739,GR,978-1-4423-7056-2,German 4,12,,,U12-05,05Q_B,N,I look forward to meeting you.,9781442370562_German_4_QZ_0739.mp3,"13,20"
740,740,GR,978-1-4423-7056-2,German 4,12,,,U12-05,05R_B,F,"Ich freue mich darauf, Sie zu treffen.",9781442370562_German_4_QZ_0740.mp3,"13,20"
741,741,GR,978-1-4423-7056-2,German 4,12,,,U12-05,05Q_C,N,I look forward to seeing him.,9781442370562_German_4_QZ_0741.mp3,"10,13"
742,742,GR,978-1-4423-7056-2,German 4,12,,,U12-05,05R_C,M,"Ich freue mich darauf, ihn zu sehen.",9781442370562_German_4_QZ_0742.mp3,"10,13"
743,743,GR,978-1-4423-7056-2,German 4,12,,,U12-05,05Q_D,N,I look forward to meeting her.,9781442370562_German_4_QZ_0743.mp3,"13,20"
744,744,GR,978-1-4423-7056-2,German 4,12,,,U12-05,05R_D,F,"Ich freue mich darauf, sie zu treffen.",9781442370562_German_4_QZ_0744.mp3,"13,20"
745,745,GR,978-1-4423-7056-2,German 4,12,,,U12-06,06Q_A,N,That could be.,9781442370562_German_4_QZ_0745.mp3,7
746,746,GR,978-1-4423-7056-2,German 4,12,,,U12-06,06R_A,M,Das könnte sein.,9781442370562_German_4_QZ_0746.mp3,7
747,747,GR,978-1-4423-7056-2,German 4,12,,,U12-06,06Q_B,N,That can be.,9781442370562_German_4_QZ_0747.mp3,7
748,748,GR,978-1-4423-7056-2,German 4,12,,,U12-06,06R_B,F,Das kann sein.,9781442370562_German_4_QZ_0748.mp3,7
749,749,GR,978-1-4423-7056-2,German 4,12,,,U12-06,06Q_C,N,That has to be.,9781442370562_German_4_QZ_0749.mp3,7
750,750,GR,978-1-4423-7056-2,German 4,12,,,U12-06,06R_C,M,Das muss sein.,9781442370562_German_4_QZ_0750.mp3,7
751,751,GR,978-1-4423-7056-2,German 4,12,,,U12-06,06Q_D,N,That can’t be.,9781442370562_German_4_QZ_0751.mp3,7
752,752,GR,978-1-4423-7056-2,German 4,12,,,U12-06,06R_D,F,Das kann nicht sein.,9781442370562_German_4_QZ_0752.mp3,7
753,753,GR,978-1-4423-7056-2,German 4,12,,,U12-07,07Q_A,N,Your room is on the third floor.,9781442370562_German_4_QZ_0753.mp3,"12,18"
754,754,GR,978-1-4423-7056-2,German 4,12,,,U12-07,07R_A,M,Ihr Zimmer ist in der dritten Etage.,9781442370562_German_4_QZ_0754.mp3,"12,18"
755,755,GR,978-1-4423-7056-2,German 4,12,,,U12-07,07Q_B,N,Your room is on the first floor.,9781442370562_German_4_QZ_0755.mp3,"12,18"
756,756,GR,978-1-4423-7056-2,German 4,12,,,U12-07,07R_B,F,Ihr Zimmer ist in der ersten Etage.,9781442370562_German_4_QZ_0756.mp3,"12,18"
757,757,GR,978-1-4423-7056-2,German 4,12,,,U12-07,07Q_C,N,My room is on the third floor.,9781442370562_German_4_QZ_0757.mp3,"12,18"
758,758,GR,978-1-4423-7056-2,German 4,12,,,U12-07,07R_C,M,Mein Zimmer ist in der dritten Etage.,9781442370562_German_4_QZ_0758.mp3,"12,18"
759,759,GR,978-1-4423-7056-2,German 4,12,,,U12-07,07Q_D,N,Your room is on this floor.,9781442370562_German_4_QZ_0759.mp3,18
760,760,GR,978-1-4423-7056-2,German 4,12,,,U12-07,07R_D,F,Ihr Zimmer ist in dieser Etage.,9781442370562_German_4_QZ_0760.mp3,18
761,761,GR,978-1-4423-7056-2,German 4,12,,,U12-08,08Q_A,N,I’ll call you back in ten minutes.,9781442370562_German_4_QZ_0761.mp3,"3,12,17"
762,762,GR,978-1-4423-7056-2,German 4,12,,,U12-08,08R_A,M,Ich rufe dich in zehn Minuten zurück.,9781442370562_German_4_QZ_0762.mp3,"3,12,17"
763,763,GR,978-1-4423-7056-2,German 4,12,,,U12-08,08Q_B,N,Call me back in ten minutes.,9781442370562_German_4_QZ_0763.mp3,"3,12,17"
764,764,GR,978-1-4423-7056-2,German 4,12,,,U12-08,08R_B,F,Rufen Sie mich in zehn Minuten zurück.,9781442370562_German_4_QZ_0764.mp3,"3,12,17"
765,765,GR,978-1-4423-7056-2,German 4,12,,,U12-08,08Q_C,N,I’ll call you back in a few minutes.,9781442370562_German_4_QZ_0765.mp3,"3,12,17"
766,766,GR,978-1-4423-7056-2,German 4,12,,,U12-08,08R_C,M,Ich rufe dich in ein paar Minuten zurück.,9781442370562_German_4_QZ_0766.mp3,"3,12,17"
767,767,GR,978-1-4423-7056-2,German 4,12,,,U12-08,08Q_D,N,I’ll call him back in ten minutes.,9781442370562_German_4_QZ_0767.mp3,"3,12,17"
768,768,GR,978-1-4423-7056-2,German 4,12,,,U12-08,08R_D,F,Ich rufe ihn in zehn Minuten zurück.,9781442370562_German_4_QZ_0768.mp3,"3,12,17"
769,769,GR,978-1-4423-7056-2,German 4,13,,,U13-01,01Q_A,N,This time it was not possible.,9781442370562_German_4_QZ_0769.mp3,"1,17"
770,770,GR,978-1-4423-7056-2,German 4,13,,,U13-01,01R_A,M,Diesmal war es nicht möglich.,9781442370562_German_4_QZ_0770.mp3,"1,17"
771,771,GR,978-1-4423-7056-2,German 4,13,,,U13-01,01Q_B,N,This time it is unfortunately not possible.,9781442370562_German_4_QZ_0771.mp3,"1,17"
772,772,GR,978-1-4423-7056-2,German 4,13,,,U13-01,01R_B,F,Diesmal ist es leider nicht möglich.,9781442370562_German_4_QZ_0772.mp3,"1,17"
773,773,GR,978-1-4423-7056-2,German 4,13,,,U13-01,01Q_C,N,This time it will not be possible.,9781442370562_German_4_QZ_0773.mp3,"1,17"
774,774,GR,978-1-4423-7056-2,German 4,13,,,U13-01,01R_C,M,Diesmal wird es nicht möglich sein.,9781442370562_German_4_QZ_0774.mp3,"1,17"
775,775,GR,978-1-4423-7056-2,German 4,13,,,U13-01,01Q_D,N,This time it was unfortunately not possible.,9781442370562_German_4_QZ_0775.mp3,"1,17"
776,776,GR,978-1-4423-7056-2,German 4,13,,,U13-01,01R_D,F,Diesmal war es leider nicht möglich.,9781442370562_German_4_QZ_0776.mp3,"1,17"
777,777,GR,978-1-4423-7056-2,German 4,13,,,U13-02,02Q_A,N,She arrived too late.,9781442370562_German_4_QZ_0777.mp3,"17,18"
778,778,GR,978-1-4423-7056-2,German 4,13,,,U13-02,02R_A,M,Sie ist zu spät angekommen.,9781442370562_German_4_QZ_0778.mp3,"17,18"
779,779,GR,978-1-4423-7056-2,German 4,13,,,U13-02,02Q_B,N,She arrived later.,9781442370562_German_4_QZ_0779.mp3,"17,18"
780,780,GR,978-1-4423-7056-2,German 4,13,,,U13-02,02R_B,F,Sie ist später angekommen.,9781442370562_German_4_QZ_0780.mp3,"17,18"
781,781,GR,978-1-4423-7056-2,German 4,13,,,U13-02,02Q_C,N,She arrived unfortunately too late.,9781442370562_German_4_QZ_0781.mp3,"17,18"
782,782,GR,978-1-4423-7056-2,German 4,13,,,U13-02,02R_C,M,Sie ist leider zu spät angekommen.,9781442370562_German_4_QZ_0782.mp3,"17,18"
783,783,GR,978-1-4423-7056-2,German 4,13,,,U13-02,02Q_D,N,She did not unfortunately come along.,9781442370562_German_4_QZ_0783.mp3,"1,7,18"
