Control #,Rec,Lang,Source ISBN,Course,Unit Num,StartTime,StopTime,Cluster,Qz #,Spkr,Cue,Snippet Name,Skills
516,516,IT,978-1-4423-6191-1,Italian 4,9,,,U09-01,01R_B,F,Accanto al lago c’era una pista ciclabile.,9781442370579_Italian_4_QZ_0516.mp3,"1,4"
517,517,IT,978-1-4423-6191-1,Italian 4,9,,,U09-01,01Q_C,N,You can go to the lake by bicycle.,9781442370579_Italian_4_QZ_0517.mp3,"1,18"
518,518,IT,978-1-4423-6191-1,Italian 4,9,,,U09-01,01R_C,M,Può andare al lago in bicicletta.,9781442370579_Italian_4_QZ_0518.mp3,"1,18"
519,519,IT,978-1-4423-6191-1,Italian 4,9,,,U09-01,01Q_D,N,On the bike path next to the lake.,9781442370579_Italian_4_QZ_0519.mp3,1
520,520,IT,978-1-4423-6191-1,Italian 4,9,,,U09-01,01R_D,F,Sulla pista ciclabile accanto al lago.,9781442370579_Italian_4_QZ_0520.mp3,1
521,521,IT,978-1-4423-6191-1,Italian 4,9,,,U09-02,02Q_A,N,There was a restaurant with a beautiful view.,9781442370579_Italian_4_QZ_0521.mp3,6
522,522,IT,978-1-4423-6191-1,Italian 4,9,,,U09-02,02R_A,M,C’era un ristorante con una bella vista.,9781442370579_Italian_4_QZ_0522.mp3,6
523,523,IT,978-1-4423-6191-1,Italian 4,9,,,U09-02,02Q_B,N,Our restaurant is famous for a beautiful view.,9781442370579_Italian_4_QZ_0523.mp3,"5,6"
524,524,IT,978-1-4423-6191-1,Italian 4,9,,,U09-02,02R_B,F,Il nostro ristorante è famoso per una bella vista.,9781442370579_Italian_4_QZ_0524.mp3,"5,6"
525,525,IT,978-1-4423-6191-1,Italian 4,9,,,U09-02,02Q_C,N,I went to the restaurant with the beautiful view.,9781442370579_Italian_4_QZ_0525.mp3,"1,5,6"
526,526,IT,978-1-4423-6191-1,Italian 4,9,,,U09-02,02R_C,M,Sono andato al ristorante con una bella vista.,9781442370579_Italian_4_QZ_0526.mp3,"1,5,6"
527,527,IT,978-1-4423-6191-1,Italian 4,9,,,U09-02,02Q_D,N,I like the restaurant with the beautiful view.,9781442370579_Italian_4_QZ_0527.mp3,"5,6"
528,528,IT,978-1-4423-6191-1,Italian 4,9,,,U09-02,02R_D,F,Mi piace il ristorante con la bella vista.,9781442370579_Italian_4_QZ_0528.mp3,"5,6"
529,529,IT,978-1-4423-6191-1,Italian 4,9,,,U09-03,03Q_A,N,There are many things that one can do on vacation.,9781442370579_Italian_4_QZ_0529.mp3,"5,12,18"
530,530,IT,978-1-4423-6191-1,Italian 4,9,,,U09-03,03R_A,M,Ci sono molte cose che si possono fare in vacanza.,9781442370579_Italian_4_QZ_0530.mp3,"5,12,18"
531,531,IT,978-1-4423-6191-1,Italian 4,9,,,U09-03,03Q_B,N,There are many things to see on vacation.,9781442370579_Italian_4_QZ_0531.mp3,"5,12,18"
532,532,IT,978-1-4423-6191-1,Italian 4,9,,,U09-03,03R_B,F,Ci sono molte cose che si possono vedere in vacanza.,9781442370579_Italian_4_QZ_0532.mp3,"5,12,18"
533,533,IT,978-1-4423-6191-1,Italian 4,9,,,U09-03,03Q_C,N,There are many things to buy on vacation.,9781442370579_Italian_4_QZ_0533.mp3,"5,12,14,18"
534,534,IT,978-1-4423-6191-1,Italian 4,9,,,U09-03,03R_C,M,Ci sono molte cose da comprare in vacanza.,9781442370579_Italian_4_QZ_0534.mp3,"5,12,14,18"
535,535,IT,978-1-4423-6191-1,Italian 4,9,,,U09-03,03Q_D,N,It’s a perfect place for a vacation.,9781442370579_Italian_4_QZ_0535.mp3,18
536,536,IT,978-1-4423-6191-1,Italian 4,9,,,U09-03,03R_D,F,È un posto perfetto per una vacanza.,9781442370579_Italian_4_QZ_0536.mp3,18
537,537,IT,978-1-4423-6191-1,Italian 4,9,,,U09-04,04Q_A,N,I remained in Tuscany for a long time.,9781442370579_Italian_4_QZ_0537.mp3,"5,17,18"
538,538,IT,978-1-4423-6191-1,Italian 4,9,,,U09-04,04R_A,M,Sono rimasto in Toscana per molto tempo.,9781442370579_Italian_4_QZ_0538.mp3,"5,17,18"
539,539,IT,978-1-4423-6191-1,Italian 4,9,,,U09-04,04Q_B,N,She remained in Tuscany for a long time.,9781442370579_Italian_4_QZ_0539.mp3,"17,18"
540,540,IT,978-1-4423-6191-1,Italian 4,9,,,U09-04,04R_B,F,È rimasta in Toscana per molto tempo.,9781442370579_Italian_4_QZ_0540.mp3,"17,18"
541,541,IT,978-1-4423-6191-1,Italian 4,9,,,U09-04,04Q_C,N,They remained in Tuscany for a week.,9781442370579_Italian_4_QZ_0541.mp3,"1,5,17,18"
542,542,IT,978-1-4423-6191-1,Italian 4,9,,,U09-04,04R_C,M,Sono rimasti in Toscana per una settimana,9781442370579_Italian_4_QZ_0542.mp3,"1,5,17,18"
543,543,IT,978-1-4423-6191-1,Italian 4,9,,,U09-04,04Q_D,N,I stayed in Tuscany another time.,9781442370579_Italian_4_QZ_0543.mp3,"5,17,18"
544,544,IT,978-1-4423-6191-1,Italian 4,9,,,U09-04,04R_D,F,Sono rimasta in Toscana un’altra volta.,9781442370579_Italian_4_QZ_0544.mp3,"5,17,18"
545,545,IT,978-1-4423-6191-1,Italian 4,9,,,U09-05,05Q_A,N,It was a very comfortable room.,9781442370579_Italian_4_QZ_0545.mp3,18
546,546,IT,978-1-4423-6191-1,Italian 4,9,,,U09-05,05R_A,M,Era una camera molto comoda.,9781442370579_Italian_4_QZ_0546.mp3,18
547,547,IT,978-1-4423-6191-1,Italian 4,9,,,U09-05,05Q_B,N,My room is very comfortable.,9781442370579_Italian_4_QZ_0547.mp3,18
548,548,IT,978-1-4423-6191-1,Italian 4,9,,,U09-05,05R_B,F,La mia camera è molto comoda.,9781442370579_Italian_4_QZ_0548.mp3,18
549,549,IT,978-1-4423-6191-1,Italian 4,9,,,U09-05,05Q_C,N,I have a very comfortable room.,9781442370579_Italian_4_QZ_0549.mp3,18
550,550,IT,978-1-4423-6191-1,Italian 4,9,,,U09-05,05R_C,M,Ha una camera molto comoda.,9781442370579_Italian_4_QZ_0550.mp3,18
551,551,IT,978-1-4423-6191-1,Italian 4,9,,,U09-05,05Q_D,N,It was very comfortable.,9781442370579_Italian_4_QZ_0551.mp3,16
552,552,IT,978-1-4423-6191-1,Italian 4,9,,,U09-05,05R_D,F,Era molto comoda.,9781442370579_Italian_4_QZ_0552.mp3,16
553,553,IT,978-1-4423-6191-1,Italian 4,9,,,U09-06,06Q_A,N,Are you the owner?,9781442370579_Italian_4_QZ_0553.mp3,"6,20"
554,554,IT,978-1-4423-6191-1,Italian 4,9,,,U09-06,06R_A,M,Lei è il proprietario?,9781442370579_Italian_4_QZ_0554.mp3,"6,20"
555,555,IT,978-1-4423-6191-1,Italian 4,9,,,U09-06,06Q_B,N,He was the owner.,9781442370579_Italian_4_QZ_0555.mp3,"6,20"
556,556,IT,978-1-4423-6191-1,Italian 4,9,,,U09-06,06R_B,F,Era il proprietario.,9781442370579_Italian_4_QZ_0556.mp3,"6,20"
557,557,IT,978-1-4423-6191-1,Italian 4,9,,,U09-06,06Q_C,N,He is the owner.,9781442370579_Italian_4_QZ_0557.mp3,"6,20"
558,558,IT,978-1-4423-6191-1,Italian 4,9,,,U09-06,06R_C,M,È il proprietario.,9781442370579_Italian_4_QZ_0558.mp3,"6,20"
559,559,IT,978-1-4423-6191-1,Italian 4,9,,,U09-06,06Q_D,N,The owner wasn’t there.,9781442370579_Italian_4_QZ_0559.mp3,"6,20"
560,560,IT,978-1-4423-6191-1,Italian 4,9,,,U09-06,06R_D,F,Il proprietario non era lì.,9781442370579_Italian_4_QZ_0560.mp3,"6,20"
561,561,IT,978-1-4423-6191-1,Italian 4,9,,,U09-07,07Q_A,N,You can go to the lake by bicycle.,9781442370579_Italian_4_QZ_0561.mp3,"1,18"
562,562,IT,978-1-4423-6191-1,Italian 4,9,,,U09-07,07R_A,M,Può andare al lago in bicicletta.,9781442370579_Italian_4_QZ_0562.mp3,"1,18"
563,563,IT,978-1-4423-6191-1,Italian 4,9,,,U09-07,07Q_B,N,One can put the bicycle next to the lake.,9781442370579_Italian_4_QZ_0563.mp3,"1,12"
564,564,IT,978-1-4423-6191-1,Italian 4,9,,,U09-07,07R_B,F,Si può mettere la bicicletta accanto al lago.,9781442370579_Italian_4_QZ_0564.mp3,"1,12"
565,565,IT,978-1-4423-6191-1,Italian 4,9,,,U09-07,07Q_C,N,I can put the bicycle near the pool.,9781442370579_Italian_4_QZ_0565.mp3,"1,4"
566,566,IT,978-1-4423-6191-1,Italian 4,9,,,U09-07,07R_C,M,Posso mettere la bicicletta vicino alla piscina.,9781442370579_Italian_4_QZ_0566.mp3,"1,4"
567,567,IT,978-1-4423-6191-1,Italian 4,9,,,U09-07,07Q_D,N,The bike path is next to the lake.,9781442370579_Italian_4_QZ_0567.mp3,"1,4"
568,568,IT,978-1-4423-6191-1,Italian 4,9,,,U09-07,07R_D,F,La pista ciclabile è accanto al lago.,9781442370579_Italian_4_QZ_0568.mp3,"1,4"
569,569,IT,978-1-4423-6191-1,Italian 4,9,,,U09-08,08Q_A,N,He’s in the kitchen of the restaurant today.,9781442370579_Italian_4_QZ_0569.mp3,"5,6,17,20"
570,570,IT,978-1-4423-6191-1,Italian 4,9,,,U09-08,08R_A,M,Lui è nella cucina del ristorante oggi.,9781442370579_Italian_4_QZ_0570.mp3,"5,6,17,20"
571,571,IT,978-1-4423-6191-1,Italian 4,9,,,U09-08,08Q_B,N,The owner isn’t in the restaurant today.,9781442370579_Italian_4_QZ_0571.mp3,"5,6,17,20"
572,572,IT,978-1-4423-6191-1,Italian 4,9,,,U09-08,08R_B,F,Il proprietario non è nel ristorante oggi.,9781442370579_Italian_4_QZ_0572.mp3,"5,6,17,20"
573,573,IT,978-1-4423-6191-1,Italian 4,9,,,U09-08,08Q_C,N,He’s in the kitchen with the chef today.,9781442370579_Italian_4_QZ_0573.mp3,"6,17,20"
574,574,IT,978-1-4423-6191-1,Italian 4,9,,,U09-08,08R_C,M,Lui è in cucina con il chef oggi.,9781442370579_Italian_4_QZ_0574.mp3,"6,17,20"
575,575,IT,978-1-4423-6191-1,Italian 4,9,,,U09-08,08Q_D,N,The restaurant is next to the kitchen.,9781442370579_Italian_4_QZ_0575.mp3,"5,6"
576,576,IT,978-1-4423-6191-1,Italian 4,9,,,U09-08,08R_D,F,Il ristorante è accanto alla cucina.,9781442370579_Italian_4_QZ_0576.mp3,"5,6"
577,577,IT,978-1-4423-6191-1,Italian 4,10,,,U10-01,01Q_A,N,I brought the bikes behind the house.,9781442370579_Italian_4_QZ_0577.mp3,1
578,578,IT,978-1-4423-6191-1,Italian 4,10,,,U10-01,01R_A,M,Ho portato le biciclette dietro la casa.,9781442370579_Italian_4_QZ_0578.mp3,1
579,579,IT,978-1-4423-6191-1,Italian 4,10,,,U10-01,01Q_B,N,I can put the bikes on the car.,9781442370579_Italian_4_QZ_0579.mp3,"1,18"
580,580,IT,978-1-4423-6191-1,Italian 4,10,,,U10-01,01R_B,F,Posso mettere le biciclette sulla macchina.,9781442370579_Italian_4_QZ_0580.mp3,"1,18"
581,581,IT,978-1-4423-6191-1,Italian 4,10,,,U10-01,01Q_C,N,I brought two bikes.,9781442370579_Italian_4_QZ_0581.mp3,"1,12"
582,582,IT,978-1-4423-6191-1,Italian 4,10,,,U10-01,01R_C,M,Ho portato due biciclette.,9781442370579_Italian_4_QZ_0582.mp3,"1,12"
583,583,IT,978-1-4423-6191-1,Italian 4,10,,,U10-01,01Q_D,N,You know that one can put the bikes there.,9781442370579_Italian_4_QZ_0583.mp3,"1,12"
584,584,IT,978-1-4423-6191-1,Italian 4,10,,,U10-01,01R_D,F,Sa che si possono mettere le biciclette lì.,9781442370579_Italian_4_QZ_0584.mp3,"1,12"
585,585,IT,978-1-4423-6191-1,Italian 4,10,,,U10-02,02Q_A,N,The wines come from our winery.,9781442370579_Italian_4_QZ_0585.mp3,"6,20"
586,586,IT,978-1-4423-6191-1,Italian 4,10,,,U10-02,02R_A,M,I vini vengono dalla nostra azienda vinicola.,9781442370579_Italian_4_QZ_0586.mp3,"6,20"
587,587,IT,978-1-4423-6191-1,Italian 4,10,,,U10-02,02Q_B,N,You know that the wines are from our winery.,9781442370579_Italian_4_QZ_0587.mp3,"5,6"
588,588,IT,978-1-4423-6191-1,Italian 4,10,,,U10-02,02R_B,F,Sa che i vini sono dalla nostra azienda vinicola.,9781442370579_Italian_4_QZ_0588.mp3,"5,6"
589,589,IT,978-1-4423-6191-1,Italian 4,10,,,U10-02,02Q_C,N,I haven’t been to the winery.,9781442370579_Italian_4_QZ_0589.mp3,"5,6"
590,590,IT,978-1-4423-6191-1,Italian 4,10,,,U10-02,02R_C,M,Non sono stato all’azienda vinicola.,9781442370579_Italian_4_QZ_0590.mp3,"5,6"
591,591,IT,978-1-4423-6191-1,Italian 4,10,,,U10-02,02Q_D,N,I like the wines that come from our winery.,9781442370579_Italian_4_QZ_0591.mp3,6
592,592,IT,978-1-4423-6191-1,Italian 4,10,,,U10-02,02R_D,F,Mi piacciono i vini che vengono dalla nostra azienda vinicola.,9781442370579_Italian_4_QZ_0592.mp3,6
593,593,IT,978-1-4423-6191-1,Italian 4,10,,,U10-03,03Q_A,N,It’s not sweet.,9781442370579_Italian_4_QZ_0593.mp3,6
594,594,IT,978-1-4423-6191-1,Italian 4,10,,,U10-03,03R_A,M,Non è dolce.,9781442370579_Italian_4_QZ_0594.mp3,6
595,595,IT,978-1-4423-6191-1,Italian 4,10,,,U10-03,03Q_B,N,It has a fruity taste.,9781442370579_Italian_4_QZ_0595.mp3,6
596,596,IT,978-1-4423-6191-1,Italian 4,10,,,U10-03,03R_B,F,Ha un sapore fruttato.,9781442370579_Italian_4_QZ_0596.mp3,6
597,597,IT,978-1-4423-6191-1,Italian 4,10,,,U10-03,03Q_C,N,It’s a young wine.,9781442370579_Italian_4_QZ_0597.mp3,6
598,598,IT,978-1-4423-6191-1,Italian 4,10,,,U10-03,03R_C,M,È un vino giovane.,9781442370579_Italian_4_QZ_0598.mp3,6
599,599,IT,978-1-4423-6191-1,Italian 4,10,,,U10-03,03Q_D,N,It’s dry not sweet.,9781442370579_Italian_4_QZ_0599.mp3,6
600,600,IT,978-1-4423-6191-1,Italian 4,10,,,U10-03,03R_D,F,"È secco, non è dolce.",9781442370579_Italian_4_QZ_0600.mp3,6
601,601,IT,978-1-4423-6191-1,Italian 4,10,,,U10-04,04Q_A,N,I can’t wait!,9781442370579_Italian_4_QZ_0601.mp3,"9,16,17"
602,602,IT,978-1-4423-6191-1,Italian 4,10,,,U10-04,04R_A,M,Non vedo l’ora!,9781442370579_Italian_4_QZ_0602.mp3,"9,16,17"
603,603,IT,978-1-4423-6191-1,Italian 4,10,,,U10-04,04Q_B,N,Wait it’s here!,9781442370579_Italian_4_QZ_0603.mp3,"4,16"
604,604,IT,978-1-4423-6191-1,Italian 4,10,,,U10-04,04R_B,F,Aspetti è qui!,9781442370579_Italian_4_QZ_0604.mp3,"4,16"
605,605,IT,978-1-4423-6191-1,Italian 4,10,,,U10-04,04Q_C,N,I can’t wait to go there!,9781442370579_Italian_4_QZ_0605.mp3,18
606,606,IT,978-1-4423-6191-1,Italian 4,10,,,U10-04,04R_C,M,Non vedo l’ora di andare lì!,9781442370579_Italian_4_QZ_0606.mp3,18
607,607,IT,978-1-4423-6191-1,Italian 4,10,,,U10-04,04Q_D,N,I can wait!,9781442370579_Italian_4_QZ_0607.mp3,"9,16,17"
608,608,IT,978-1-4423-6191-1,Italian 4,10,,,U10-04,04R_D,F,Posso aspettare!,9781442370579_Italian_4_QZ_0608.mp3,"9,16,17"
609,609,IT,978-1-4423-6191-1,Italian 4,10,,,U10-05,05Q_A,N,This wine has a fruity taste.,9781442370579_Italian_4_QZ_0609.mp3,"6,9"
610,610,IT,978-1-4423-6191-1,Italian 4,10,,,U10-05,05R_A,M,Questo vino ha un sapore fruttato.,9781442370579_Italian_4_QZ_0610.mp3,"6,9"
611,611,IT,978-1-4423-6191-1,Italian 4,10,,,U10-05,05Q_B,N,This wine is a little dry.,9781442370579_Italian_4_QZ_0611.mp3,"6,12"
612,612,IT,978-1-4423-6191-1,Italian 4,10,,,U10-05,05R_B,F,Questo vino è un po’ secco.,9781442370579_Italian_4_QZ_0612.mp3,"6,12"
613,613,IT,978-1-4423-6191-1,Italian 4,10,,,U10-05,05Q_C,N,I like this wine with a fruity taste.,9781442370579_Italian_4_QZ_0613.mp3,"6,9"
614,614,IT,978-1-4423-6191-1,Italian 4,10,,,U10-05,05R_C,M,Mi piace questo vino con un sapore fruttato.,9781442370579_Italian_4_QZ_0614.mp3,"6,9"
615,615,IT,978-1-4423-6191-1,Italian 4,10,,,U10-05,05Q_D,N,This is a young wine with a fruity taste.,9781442370579_Italian_4_QZ_0615.mp3,6
616,616,IT,978-1-4423-6191-1,Italian 4,10,,,U10-05,05R_D,F,Questo è un vino giovane con un sapore fruttato.,9781442370579_Italian_4_QZ_0616.mp3,6
617,617,IT,978-1-4423-6191-1,Italian 4,10,,,U10-06,06Q_A,N,Would you like to taste our wine?,9781442370579_Italian_4_QZ_0617.mp3,"1,6"
618,618,IT,978-1-4423-6191-1,Italian 4,10,,,U10-06,06R_A,M,Vorrebbe assaggiare il nostro vino?,9781442370579_Italian_4_QZ_0618.mp3,"1,6"
619,619,IT,978-1-4423-6191-1,Italian 4,10,,,U10-06,06Q_B,N,You said that you like their wine.,9781442370579_Italian_4_QZ_0619.mp3,"3,6"
620,620,IT,978-1-4423-6191-1,Italian 4,10,,,U10-06,06R_B,F,Hai detto che ti piace il loro vino.,9781442370579_Italian_4_QZ_0620.mp3,"3,6"
621,621,IT,978-1-4423-6191-1,Italian 4,10,,,U10-06,06Q_C,N,I like to taste local wines.,9781442370579_Italian_4_QZ_0621.mp3,6
622,622,IT,978-1-4423-6191-1,Italian 4,10,,,U10-06,06R_C,M,Mi piace assaggiare i vini locali.,9781442370579_Italian_4_QZ_0622.mp3,6
623,623,IT,978-1-4423-6191-1,Italian 4,10,,,U10-06,06Q_D,N,I would like to taste the wines.,9781442370579_Italian_4_QZ_0623.mp3,6
624,624,IT,978-1-4423-6191-1,Italian 4,10,,,U10-06,06R_D,F,Vorrei assaggiare i vini.,9781442370579_Italian_4_QZ_0624.mp3,6
625,625,IT,978-1-4423-6191-1,Italian 4,10,,,U10-07,07Q_A,N,This wine is a little bit dry.,9781442370579_Italian_4_QZ_0625.mp3,"6,12"
626,626,IT,978-1-4423-6191-1,Italian 4,10,,,U10-07,07R_A,M,Questo vino è un po’ secco.,9781442370579_Italian_4_QZ_0626.mp3,"6,12"
627,627,IT,978-1-4423-6191-1,Italian 4,10,,,U10-07,07Q_B,N,I like wine that isn’t sweet.,9781442370579_Italian_4_QZ_0627.mp3,6
628,628,IT,978-1-4423-6191-1,Italian 4,10,,,U10-07,07R_B,F,Mi piace il vino che non è dolce.,9781442370579_Italian_4_QZ_0628.mp3,6
629,629,IT,978-1-4423-6191-1,Italian 4,10,,,U10-07,07Q_C,N,This other wine was a little bit dry.,9781442370579_Italian_4_QZ_0629.mp3,"6,12"
630,630,IT,978-1-4423-6191-1,Italian 4,10,,,U10-07,07R_C,M,Quest’altro vino era un po’ secco.,9781442370579_Italian_4_QZ_0630.mp3,"6,12"
631,631,IT,978-1-4423-6191-1,Italian 4,10,,,U10-07,07Q_D,N,I prefer my wine a little dry.,9781442370579_Italian_4_QZ_0631.mp3,"6,12"
632,632,IT,978-1-4423-6191-1,Italian 4,10,,,U10-07,07R_D,F,Preferisco il mio vino un po’ secco.,9781442370579_Italian_4_QZ_0632.mp3,"6,12"
633,633,IT,978-1-4423-6191-1,Italian 4,10,,,U10-08,08Q_A,N,I like Italian wines.,9781442370579_Italian_4_QZ_0633.mp3,6
634,634,IT,978-1-4423-6191-1,Italian 4,10,,,U10-08,08R_A,M,Mi piacciono i vini italiani.,9781442370579_Italian_4_QZ_0634.mp3,6
635,635,IT,978-1-4423-6191-1,Italian 4,10,,,U10-08,08Q_B,N,You like this Italian wine.,9781442370579_Italian_4_QZ_0635.mp3,6
636,636,IT,978-1-4423-6191-1,Italian 4,10,,,U10-08,08R_B,F,Le piace questo vino italiano.,9781442370579_Italian_4_QZ_0636.mp3,6
637,637,IT,978-1-4423-6191-1,Italian 4,10,,,U10-08,08Q_C,N,It’s an Italian wine with low alcohol content.,9781442370579_Italian_4_QZ_0637.mp3,6
638,638,IT,978-1-4423-6191-1,Italian 4,10,,,U10-08,08R_C,M,È un vino italiano a bassa gradazione alcolica.,9781442370579_Italian_4_QZ_0638.mp3,6
639,639,IT,978-1-4423-6191-1,Italian 4,10,,,U10-08,08Q_D,N,I especially like Italian wines.,9781442370579_Italian_4_QZ_0639.mp3,6
640,640,IT,978-1-4423-6191-1,Italian 4,10,,,U10-08,08R_D,F,Mi piacciono soprattutto i vini italiani.,9781442370579_Italian_4_QZ_0640.mp3,6
641,641,IT,978-1-4423-6191-1,Italian 4,11,,,U11-01,01Q_A,N,Is there a guided tour?,9781442370579_Italian_4_QZ_0641.mp3,"1,18"
642,642,IT,978-1-4423-6191-1,Italian 4,11,,,U11-01,01R_A,M,C’è una visita guidata?,9781442370579_Italian_4_QZ_0642.mp3,"1,18"
643,643,IT,978-1-4423-6191-1,Italian 4,11,,,U11-01,01Q_B,N,Did you take the guided tour?,9781442370579_Italian_4_QZ_0643.mp3,18
644,644,IT,978-1-4423-6191-1,Italian 4,11,,,U11-01,01R_B,F,Ha fatto la visita guidata?,9781442370579_Italian_4_QZ_0644.mp3,18
645,645,IT,978-1-4423-6191-1,Italian 4,11,,,U11-01,01Q_C,N,At what time is the guided tour?,9781442370579_Italian_4_QZ_0645.mp3,"17,18"
646,646,IT,978-1-4423-6191-1,Italian 4,11,,,U11-01,01R_C,M,A che ora è la visita guidata?,9781442370579_Italian_4_QZ_0646.mp3,"17,18"
647,647,IT,978-1-4423-6191-1,Italian 4,11,,,U11-01,01Q_D,N,Does the guided tour begin here?,9781442370579_Italian_4_QZ_0647.mp3,"1,18"
648,648,IT,978-1-4423-6191-1,Italian 4,11,,,U11-01,01R_D,F,La visita guidata comincia qui?,9781442370579_Italian_4_QZ_0648.mp3,"1,18"
649,649,IT,978-1-4423-6191-1,Italian 4,11,,,U11-02,02Q_A,N,Did you drink some interesting wines?,9781442370579_Italian_4_QZ_0649.mp3,6
650,650,IT,978-1-4423-6191-1,Italian 4,11,,,U11-02,02R_A,M,Ha bevuto dei vini interessanti?,9781442370579_Italian_4_QZ_0650.mp3,6
651,651,IT,978-1-4423-6191-1,Italian 4,11,,,U11-02,02Q_B,N,Were there a few interesting wines?,9781442370579_Italian_4_QZ_0651.mp3,"6,12"
652,652,IT,978-1-4423-6191-1,Italian 4,11,,,U11-02,02R_B,F,C’erano alcuni vini interessanti?,9781442370579_Italian_4_QZ_0652.mp3,"6,12"
653,653,IT,978-1-4423-6191-1,Italian 4,11,,,U11-02,02Q_C,N,Did you taste some interesting wines?,9781442370579_Italian_4_QZ_0653.mp3,6
654,654,IT,978-1-4423-6191-1,Italian 4,11,,,U11-02,02R_C,M,Ha assaggiato dei vini interessanti?,9781442370579_Italian_4_QZ_0654.mp3,6
655,655,IT,978-1-4423-6191-1,Italian 4,11,,,U11-02,02Q_D,N,Were the wines very interesting?,9781442370579_Italian_4_QZ_0655.mp3,"5,6"
656,656,IT,978-1-4423-6191-1,Italian 4,11,,,U11-02,02R_D,F,I vini sono stati molto interessanti?,9781442370579_Italian_4_QZ_0656.mp3,"5,6"
657,657,IT,978-1-4423-6191-1,Italian 4,11,,,U11-03,03Q_A,N,I rented a room here last year for work.,9781442370579_Italian_4_QZ_0657.mp3,"14,17,18,20"
658,658,IT,978-1-4423-6191-1,Italian 4,11,,,U11-03,03R_A,M,Ho affittato una camera qui l’anno scorso per il lavoro.,9781442370579_Italian_4_QZ_0658.mp3,"14,17,18,20"
659,659,IT,978-1-4423-6191-1,Italian 4,11,,,U11-03,03Q_B,N,I rented a house there in order to work.,9781442370579_Italian_4_QZ_0659.mp3,"6,14,20"
660,660,IT,978-1-4423-6191-1,Italian 4,11,,,U11-03,03R_B,F,Ho affittato una casa lì per lavorare.,9781442370579_Italian_4_QZ_0660.mp3,"6,14,20"
661,661,IT,978-1-4423-6191-1,Italian 4,11,,,U11-03,03Q_C,N,I rented a house to work for a month.,9781442370579_Italian_4_QZ_0661.mp3,"14,17,20"
662,662,IT,978-1-4423-6191-1,Italian 4,11,,,U11-03,03R_C,M,Ho affittato una casa per lavorare per un mese.,9781442370579_Italian_4_QZ_0662.mp3,"14,17,20"
663,663,IT,978-1-4423-6191-1,Italian 4,11,,,U11-03,03Q_D,N,I rented a room near my work last year.,9781442370579_Italian_4_QZ_0663.mp3,"4,14,17,18,20"
664,664,IT,978-1-4423-6191-1,Italian 4,11,,,U11-03,03R_D,F,Ho affittato una camera vicino il mio lavoro l’anno scorso.,9781442370579_Italian_4_QZ_0664.mp3,"4,14,17,18,20"
665,665,IT,978-1-4423-6191-1,Italian 4,11,,,U11-04,04Q_A,N,I drank some good local wines.,9781442370579_Italian_4_QZ_0665.mp3,6
666,666,IT,978-1-4423-6191-1,Italian 4,11,,,U11-04,04R_A,M,Ho bevuto dei buoni vini locali.,9781442370579_Italian_4_QZ_0666.mp3,6
667,667,IT,978-1-4423-6191-1,Italian 4,11,,,U11-04,04Q_B,N,I tasted some local wines.,9781442370579_Italian_4_QZ_0667.mp3,6
668,668,IT,978-1-4423-6191-1,Italian 4,11,,,U11-04,04R_B,F,Ho assaggiato dei vini locali.,9781442370579_Italian_4_QZ_0668.mp3,6
669,669,IT,978-1-4423-6191-1,Italian 4,11,,,U11-04,04Q_C,N,I especially like local wines.,9781442370579_Italian_4_QZ_0669.mp3,6
670,670,IT,978-1-4423-6191-1,Italian 4,11,,,U11-04,04R_C,M,Mi piacciono soprattutto i vini locali.,9781442370579_Italian_4_QZ_0670.mp3,6
671,671,IT,978-1-4423-6191-1,Italian 4,11,,,U11-04,04Q_D,N,I drank a dry red wine.,9781442370579_Italian_4_QZ_0671.mp3,6
672,672,IT,978-1-4423-6191-1,Italian 4,11,,,U11-04,04R_D,F,Ho bevuto un vino rosso secco.,9781442370579_Italian_4_QZ_0672.mp3,6
673,673,IT,978-1-4423-6191-1,Italian 4,11,,,U11-05,05Q_A,N,I arrived too late.,9781442370579_Italian_4_QZ_0673.mp3,"5,17,18"
674,674,IT,978-1-4423-6191-1,Italian 4,11,,,U11-05,05R_A,M,Sono arrivato troppo tardi.,9781442370579_Italian_4_QZ_0674.mp3,"5,17,18"
675,675,IT,978-1-4423-6191-1,Italian 4,11,,,U11-05,05Q_B,N,We can meet later.,9781442370579_Italian_4_QZ_0675.mp3,"3,10,17"
676,676,IT,978-1-4423-6191-1,Italian 4,11,,,U11-05,05R_B,F,Possiamo incontrarci più tardi.,9781442370579_Italian_4_QZ_0676.mp3,"3,10,17"
677,677,IT,978-1-4423-6191-1,Italian 4,11,,,U11-05,05Q_C,N,It was too late when he arrived.,9781442370579_Italian_4_QZ_0677.mp3,"17,18"
678,678,IT,978-1-4423-6191-1,Italian 4,11,,,U11-05,05R_C,M,Era troppo tardi quando è arrivato.,9781442370579_Italian_4_QZ_0678.mp3,"17,18"
679,679,IT,978-1-4423-6191-1,Italian 4,11,,,U11-05,05Q_D,N,They came back but it was too late.,9781442370579_Italian_4_QZ_0679.mp3,"5,17"
680,680,IT,978-1-4423-6191-1,Italian 4,11,,,U11-05,05R_D,F,Sono ritornati ma era troppo tardi.,9781442370579_Italian_4_QZ_0680.mp3,"5,17"
